rowN,DAU,participantN,age,gender,task,taskOrder,trial,lImage,lValue,rImage,rValue,xBoxPos,yBoxPos,response,RT
1,NS01,29,49,f,continuous,1,1,5870,6.78,4598,6.33,960,972,50,1.55021835112711
2,NS01,29,49,f,continuous,1,2,2342,6.2,1419,6.54,980,972,53,4.21696744655492
3,NS01,29,49,f,continuous,1,3,2372,5.48,7354,5.51,1081,972,63,1.68352279934334
4,NS01,29,49,f,continuous,1,4,8191,6.07,2575,5.46,480,972,1,2.51685543154599
5,NS01,29,49,f,continuous,1,5,5301,6.54,2606,5.92,689,972,23,2.85039719048655
6,NS01,29,49,f,continuous,1,6,8205,6.62,2442,6.17,480,972,1,2.43347367254319
7,NS01,29,49,f,continuous,1,7,7460,6.81,6250,6.32,688,972,22,3.75024112669053
8,NS01,29,49,f,continuous,1,8,2152,6.93,5875,6.03,1290,972,85,2.5667754165479
9,NS01,29,49,f,continuous,1,9,7140,5.5,2025,5.78,934,972,48,2.6334249364445
10,NS01,29,49,f,continuous,1,10,5661,5.96,1650,6.65,480,972,1,3.28355957678286
11,NS01,29,49,f,continuous,1,11,5764,6.74,5530,5.38,857,972,40,3.45023565815063
12,NS01,29,49,f,continuous,1,12,2359,5.87,2060,6.49,1196,972,75,2.30015029478818
13,NS01,29,49,f,continuous,1,13,2038,5.09,7182,5.16,480,972,1,2.56683040241478
14,NS01,29,49,f,continuous,1,14,8260,6.18,7820,5.39,980,972,53,2.76677295268746
15,NS01,29,49,f,continuous,1,15,1942,6.26,5950,5.99,485,972,2,3.83348767447751
16,NS01,29,49,f,continuous,1,16,8192,5.52,8311,5.88,480,972,1,5.36678959871642
17,NS01,29,49,f,continuous,1,17,2389,6.61,4617,6.6,1160,972,71,3.06690972635988
18,NS01,29,49,f,continuous,1,18,2445,5.39,5531,5.15,962,972,51,2.216813906678
19,NS01,29,49,f,continuous,1,19,1659,6.57,2107,5.53,709,972,25,2.83347114862408
20,NS01,29,49,f,continuous,1,20,7061,5.4,5410,6.11,1439,972,100,3.08352748665493
21,NS01,29,49,f,continuous,1,21,7499,6.47,7507,6.25,1107,972,66,3.06689259957056
22,NS01,29,49,f,continuous,1,22,2235,5.64,7242,5.28,929,972,47,5.366859608097
23,NS01,29,49,f,continuous,1,23,1595,6.22,2037,6.42,577,972,11,3.21688842307776
24,NS01,29,49,f,continuous,1,24,7490,5.52,7039,5.93,823,972,36,5.15018331637839
25,NS01,29,49,f,continuous,1,25,2122,5.15,2513,5.8,1418,972,98,4.38358223217074
26,NS01,29,49,f,continuous,1,26,5711,6.62,2489,5.66,644,972,18,2.48350633360678
27,NS01,29,49,f,continuous,1,27,7451,6.68,7188,5.5,1440,972,100,1.65007935394533
28,NS01,29,49,f,continuous,1,28,5626,6.71,5593,6.47,668,972,20,3.83350359927863
29,NS01,29,49,f,continuous,1,29,2092,6.28,4100,6.11,630,972,16,4.48358205187833
30,NS01,29,49,f,continuous,1,30,7190,5.55,7165,6.09,712,972,25,4.0335654359078
31,NS01,29,49,f,continuous,1,31,7205,5.56,5849,6.65,1173,972,72,5.88361858896678
32,NS01,29,49,f,continuous,1,32,2362,6.74,2010,6.25,772,972,31,5.40025467786472
33,NS01,29,49,f,continuous,1,33,7505,6.1,8206,6.43,965,972,51,10.9002838233719
34,NS01,29,49,f,continuous,1,34,7053,5.22,2411,5.07,738,972,28,2.60025942529319
35,NS01,29,49,f,continuous,1,35,5890,6.67,1605,6.59,1321,972,88,4.26689073670423
36,NS01,29,49,f,continuous,1,36,8031,6.76,7095,5.99,1270,972,82,4.16680468228878
37,NS01,29,49,f,continuous,1,37,2500,6.16,7240,6.02,480,972,1,1.93350341904443
38,NS01,29,49,f,continuous,1,38,7026,5.38,2392,6.15,990,972,54,4.30012896144763
39,NS01,29,49,f,continuous,1,39,2357,5.41,7237,5.43,672,972,21,2.30018575018039
40,NS01,29,49,f,continuous,1,40,7500,5.33,5215,6.83,1220,972,77,5.91691840993008
41,NS01,29,49,f,continuous,1,41,1947,5.85,7830,5.26,629,972,16,3.81673620530637
42,NS01,29,49,f,continuous,1,42,1670,5.82,2377,5.19,901,972,44,4.33354866976151
43,NS01,29,49,f,continuous,1,43,7440,6.32,7238,6.43,1125,972,68,2.31677646824392
44,NS01,29,49,f,continuous,1,44,2560,6.34,7192,5.77,1088,972,64,7.66694710479351
45,NS01,29,49,f,continuous,1,45,7493,5.35,7488,6.19,1217,972,77,2.73356597678503
46,NS01,29,49,f,continuous,1,46,2635,5.22,2374,6.29,582,972,12,3.08367832226213
47,NS01,29,49,f,continuous,1,47,2514,5.19,8193,6.73,833,972,37,6.63349885190837
48,NS01,29,49,f,continuous,1,48,8341,6.25,7506,5.34,989,972,53,4.58357255707961
49,NS01,29,49,f,continuous,1,49,7620,5.78,7497,5.19,1136,972,69,2.93357583216857
50,NS01,29,49,f,continuous,1,50,8161,6.71,7001,5.32,708,972,25,2.61697543907212
51,NS01,29,49,f,binary,2,51,2594,6.05,5020,6.32,1440,972,2,3.15025062154746
52,NS01,29,49,f,binary,2,52,8211,5.76,5471,5.21,480,972,1,1.2836974922684
53,NS01,29,49,f,binary,2,53,5665,6.15,1640,6.16,1440,972,2,5.45016114175087
54,NS01,29,49,f,binary,2,54,4536,6.01,2616,5.97,1440,972,2,2.05015735584311
55,NS01,29,49,f,binary,2,55,1616,5.21,5390,5.59,480,972,1,1.86682385223685
56,NS01,29,49,f,binary,2,56,8312,5.37,7510,6.05,1440,972,2,1.60019903094508
57,NS01,29,49,f,binary,2,57,4613,5.34,5040,5.39,1440,972,2,1.96680023532826
58,NS01,29,49,f,binary,2,58,7530,6.71,7632,5.22,480,972,1,2.03347409324488
59,NS01,29,49,f,binary,2,59,1333,6.11,7515,6.19,480,972,1,1.73343226790894
60,NS01,29,49,f,binary,2,60,8620,6.04,2019,6.07,480,972,1,3.05021414451767
61,NS01,29,49,f,binary,2,61,1810,6.52,4625,6.4,480,972,1,3.15019353234675
62,NS01,29,49,f,binary,2,62,5726,6.23,8130,6.58,480,972,1,1.51684221089818
63,NS01,29,49,f,binary,2,63,4619,6.46,2488,5.73,1440,972,2,1.66697384649888
64,NS01,29,49,f,binary,2,64,5628,6.51,7546,5.4,480,972,1,1.9003213820979
65,NS01,29,49,f,binary,2,65,2308,5.22,2302,6.43,1440,972,2,1.91678139590658
66,NS01,29,49,f,binary,2,66,7057,5.35,2351,5.49,1440,972,2,2.78347935143393
67,NS01,29,49,f,binary,2,67,7900,6.5,2102,5.16,480,972,1,2.18344077118672
68,NS01,29,49,f,binary,2,68,7475,6.33,1850,6.15,1440,972,2,3.38356570631731
69,NS01,29,49,f,binary,2,69,8158,6.53,5720,6.31,480,972,1,4.01684491510969
70,NS01,29,49,f,binary,2,70,2515,6.09,2593,5.8,1440,972,2,3.33352373080561
71,NS01,29,49,f,binary,2,71,5395,5.34,7472,6.25,1440,972,2,1.71676162496442
72,NS01,29,49,f,binary,2,72,2382,5.67,2191,5.3,480,972,1,3.73348064342281
73,NS01,29,49,f,binary,2,73,2339,6.72,5250,6.08,1440,972,2,1.06684242119081
74,NS01,29,49,f,binary,2,74,2597,5.61,7482,6.36,1440,972,2,3.11678824661067
75,NS01,29,49,f,binary,2,75,2521,5.78,7291,6.35,1440,972,2,2.23361254954943
76,NS01,29,49,f,binary,2,76,7550,5.27,2036,5.8,1440,972,2,2.6834963579895
77,NS01,29,49,f,binary,2,77,7279,6.22,2880,5.18,1440,972,2,1.66676502028713
78,NS01,29,49,f,binary,2,78,7600,5.9,2056,6.34,480,972,1,1.18360572890379
79,NS01,29,49,f,binary,2,79,8465,5.96,7503,5.77,480,972,1,1.73345059651183
80,NS01,29,49,f,binary,2,80,9156,6.43,8021,6.79,1440,972,2,1.31674371706322
81,NS01,29,49,f,binary,2,81,7183,5.58,7233,5.09,1440,972,2,2.30012896144763
82,NS01,29,49,f,binary,2,82,5731,5.39,1910,6.71,480,972,1,2.60019903088687
83,NS01,29,49,f,binary,2,83,8250,6.19,7450,6.4,1440,972,2,7.68354232981801
84,NS01,29,49,f,binary,2,84,2579,5.53,7248,5.22,480,972,1,1.28343217773363
85,NS01,29,49,f,binary,2,85,8040,6.64,2020,5.68,480,972,1,2.10015245818067
86,NS01,29,49,f,binary,2,86,7352,6.2,2870,5.31,480,972,1,1.88337580970256
87,NS01,29,49,f,binary,2,87,7096,5.54,5520,5.33,1440,972,2,1.33356609690236
88,NS01,29,49,f,binary,2,88,1560,5.97,7179,5.06,480,972,1,1.3501057351823
89,NS01,29,49,f,binary,2,89,2511,6.21,7496,5.92,1440,972,2,1.48344774206635
90,NS01,29,49,f,binary,2,90,7513,5.45,1908,5.28,1440,972,2,2.06687457149383
91,NS01,29,49,f,binary,2,91,5455,5.79,4600,6.41,1440,972,2,2.25016570882872
92,NS01,29,49,f,binary,2,92,7390,6.84,5740,5.21,1440,972,2,2.45017796801403
93,NS01,29,49,f,binary,2,93,8179,6.48,7017,5.18,480,972,1,2.15027766377898
94,NS01,29,49,f,binary,2,94,7495,5.9,2506,5.67,480,972,1,3.06689650571207
95,NS01,29,49,f,binary,2,95,7509,6.03,2305,5.41,1440,972,2,3.46703670476563
96,NS01,29,49,f,binary,2,96,7660,6.61,8117,6.02,480,972,1,3.08361672604224
97,NS01,29,49,f,binary,2,97,5900,5.93,7710,5.42,480,972,1,1.85022532194853
98,NS01,29,49,f,binary,2,98,5622,6.33,2720,5.43,480,972,1,3.65012081875466
99,NS01,29,49,f,binary,2,99,7033,5.4,7320,6.54,1440,972,2,2.51681396679487
100,NS01,29,49,f,binary,2,100,8600,6.38,7351,5.82,1440,972,2,2.03351014951477
101,NS01,29,49,f,likert,3,101,NA,NA,7499,6.47,480,540,4,5.05023247317877
102,NS01,29,49,f,likert,3,102,NA,NA,7291,6.35,480,270,7,2.95025308534969
103,NS01,29,49,f,likert,3,103,NA,NA,9156,6.43,480,629.1,3,1.83364121429622
104,NS01,29,49,f,likert,3,104,NA,NA,2521,5.78,480,361.8,6,3.16682631609729
105,NS01,29,49,f,likert,3,105,NA,NA,5950,5.99,480,361.8,6,2.46690690197283
106,NS01,29,49,f,likert,3,106,NA,NA,7632,5.22,480,629.1,3,2.40014861215604
107,NS01,29,49,f,likert,3,107,NA,NA,7495,5.9,480,540,4,1.70028538582847
108,NS01,29,49,f,likert,3,108,NA,NA,7475,6.33,480,361.8,6,2.06673875928391
109,NS01,29,49,f,likert,3,109,NA,NA,8312,5.37,480,718.2,2,2.83355197490891
110,NS01,29,49,f,likert,3,110,NA,NA,7095,5.99,480,540,4,1.86690077238018
111,NS01,29,49,f,likert,3,111,NA,NA,5720,6.31,480,450.9,5,2.46684800996445
112,NS01,29,49,f,likert,3,112,NA,NA,2506,5.67,480,718.2,2,3.00007121125236
113,NS01,29,49,f,likert,3,113,NA,NA,2038,5.09,480,361.8,6,1.70017060654936
114,NS01,29,49,f,likert,3,114,NA,NA,5390,5.59,480,270,7,2.21679858275456
115,NS01,29,49,f,likert,3,115,NA,NA,2102,5.16,480,540,4,1.93355540029006
116,NS01,29,49,f,likert,3,116,NA,NA,7510,6.05,480,540,4,1.7335861081956
117,NS01,29,49,f,likert,3,117,NA,NA,2489,5.66,480,540,4,1.03342060965952
118,NS01,29,49,f,likert,3,118,NA,NA,2372,5.48,480,629.1,3,2.71691125875805
119,NS01,29,49,f,likert,3,119,NA,NA,8117,6.02,480,540,4,0.816812524513807
120,NS01,29,49,f,likert,3,120,NA,NA,5020,6.32,480,540,4,1.33352733642096
121,NS01,29,49,f,likert,3,121,NA,NA,7033,5.4,480,718.2,2,3.03344554861542
122,NS01,29,49,f,likert,3,122,NA,NA,5890,6.67,480,450.9,5,1.55029406939866
123,NS01,29,49,f,likert,3,123,NA,NA,8130,6.58,480,629.1,3,1.61679365503369
124,NS01,29,49,f,likert,3,124,NA,NA,7238,6.43,480,540,4,1.25011823466048
125,NS01,29,49,f,likert,3,125,NA,NA,7320,6.54,480,450.9,5,2.01694767561276
126,NS01,29,49,f,likert,3,126,NA,NA,2870,5.31,480,540,4,2.9335839448031
127,NS01,29,49,f,likert,3,127,NA,NA,7493,5.35,480,450.9,5,2.30012205068488
128,NS01,29,49,f,likert,3,128,NA,NA,7248,5.22,480,540,4,1.83361146785319
129,NS01,29,49,f,likert,3,129,NA,NA,1810,6.52,480,361.8,6,2.25024443183793
130,NS01,29,49,f,likert,3,130,NA,NA,7205,5.56,480,450.9,5,3.13357997866115
131,NS01,29,49,f,likert,3,131,NA,NA,7182,5.16,480,540,4,1.98358205187833
132,NS01,29,49,f,likert,3,132,NA,NA,7513,5.45,480,629.1,3,1.66682571510319
133,NS01,29,49,f,likert,3,133,NA,NA,7450,6.4,480,718.2,2,2.46688947471557
134,NS01,29,49,f,likert,3,134,NA,NA,1850,6.15,480,270,7,2.11680056585465
135,NS01,29,49,f,likert,3,135,NA,NA,2411,5.07,480,540,4,2.06684001744725
136,NS01,29,49,f,likert,3,136,NA,NA,8211,5.76,480,450.9,5,3.9502059117076
137,NS01,29,49,f,likert,3,137,NA,NA,7660,6.61,480,540,4,2.95017496333458
138,NS01,29,49,f,likert,3,138,NA,NA,7482,6.36,480,450.9,5,2.76688082120381
139,NS01,29,49,f,likert,3,139,NA,NA,8158,6.53,480,270,7,3.26684085879242
140,NS01,29,49,f,likert,3,140,NA,NA,7710,5.42,480,540,4,4.08356083877152
141,NS01,29,49,f,likert,3,141,NA,NA,2880,5.18,480,540,4,1.20028538582847
142,NS01,29,49,f,likert,3,142,NA,NA,5530,5.38,480,540,4,1.8668202466215
143,NS01,29,49,f,likert,3,143,NA,NA,2036,5.8,480,540,4,0.90023454639595
144,NS01,29,49,f,likert,3,144,NA,NA,7620,5.78,480,540,4,0.983520155132283
145,NS01,29,49,f,likert,3,145,NA,NA,5764,6.74,480,270,7,3.56673575460445
146,NS01,29,49,f,likert,3,146,NA,NA,5740,5.21,480,361.8,6,2.78343818715075
147,NS01,29,49,f,likert,3,147,NA,NA,1908,5.28,480,270,7,3.0501113840146
148,NS01,29,49,f,likert,3,148,NA,NA,8192,5.52,480,450.9,5,2.9670568361762
149,NS01,29,49,f,likert,3,149,NA,NA,7600,5.9,480,450.9,5,1.93349200120429
150,NS01,29,49,f,likert,3,150,NA,NA,2351,5.49,480,361.8,6,2.05014653893886
151,NS01,29,49,f,likert,3,151,NA,NA,7830,5.26,480,540,4,3.61683511984302
152,NS01,29,49,f,likert,3,152,NA,NA,2720,5.43,480,810,1,3.00022415019339
153,NS01,29,49,f,likert,3,153,NA,NA,2010,6.25,480,450.9,5,1.66702522680862
154,NS01,29,49,f,likert,3,154,NA,NA,8465,5.96,480,361.8,6,1.43347096833168
155,NS01,29,49,f,likert,3,155,NA,NA,5622,6.33,480,450.9,5,3.95014701969922
156,NS01,29,49,f,likert,3,156,NA,NA,2342,6.2,480,540,4,2.53353298525326
157,NS01,29,49,f,likert,3,157,NA,NA,2389,6.61,480,718.2,2,2.95009143283824
158,NS01,29,49,f,likert,3,158,NA,NA,5665,6.15,480,450.9,5,1.5502372806659
159,NS01,29,49,f,likert,3,159,NA,NA,7440,6.32,480,718.2,2,3.43346736271633
160,NS01,29,49,f,likert,3,160,NA,NA,5040,5.39,480,361.8,6,2.21684004750568
161,NS01,29,49,f,likert,3,161,NA,NA,7496,5.92,480,540,4,4.33369740209309
162,NS01,29,49,f,likert,3,162,NA,NA,2019,6.07,480,540,4,2.8003215623321
163,NS01,29,49,f,likert,3,163,NA,NA,2593,5.8,480,450.9,5,1.83344110171311
164,NS01,29,49,f,likert,3,164,NA,NA,2377,5.19,480,540,4,1.60011640179437
165,NS01,29,49,f,likert,3,165,NA,NA,2305,5.41,480,540,4,2.05014443560503
166,NS01,29,49,f,likert,3,166,NA,NA,7500,5.33,480,450.9,5,3.21702603809536
167,NS01,29,49,f,likert,3,167,NA,NA,7546,5.4,480,450.9,5,2.25029400928179
168,NS01,29,49,f,likert,3,168,NA,NA,4613,5.34,480,810,1,2.81694713479374
169,NS01,29,49,f,likert,3,169,NA,NA,7096,5.54,480,810,1,6.38345333078178
170,NS01,29,49,f,likert,3,170,NA,NA,2037,6.42,480,540,4,1.86679560813354
171,NS01,29,49,f,likert,3,171,NA,NA,2382,5.67,480,540,4,1.80007637932431
172,NS01,29,49,f,likert,3,172,NA,NA,2579,5.53,480,540,4,1.45019058772596
173,NS01,29,49,f,likert,3,173,NA,NA,7509,6.03,480,540,4,0.883607171126641
174,NS01,29,49,f,likert,3,174,NA,NA,2060,6.49,480,450.9,5,1.6001933219959
175,NS01,29,49,f,likert,3,175,NA,NA,4600,6.41,480,540,4,1.50014783092774
176,NS01,29,49,f,likert,3,176,NA,NA,1605,6.59,480,361.8,6,2.73350708477665
177,NS01,29,49,f,likert,3,177,NA,NA,2515,6.09,480,450.9,5,2.30013977841008
178,NS01,29,49,f,likert,3,178,NA,NA,7057,5.35,480,450.9,5,1.98355080309557
179,NS01,29,49,f,likert,3,179,NA,NA,2511,6.21,480,450.9,5,1.68346390733495
180,NS01,29,49,f,likert,3,180,NA,NA,5726,6.23,480,361.8,6,1.95014792110305
181,NS01,29,49,f,likert,3,181,NA,NA,8260,6.18,480,718.2,2,1.55021594732534
182,NS01,29,49,f,likert,3,182,NA,NA,7279,6.22,480,540,4,1.58336433180375
183,NS01,29,49,f,likert,3,183,NA,NA,4100,6.11,480,450.9,5,2.00017276994186
184,NS01,29,49,f,likert,3,184,NA,NA,2357,5.41,480,540,4,1.00023556797532
185,NS01,29,49,f,likert,3,185,NA,NA,7190,5.55,480,450.9,5,2.08340850076638
186,NS01,29,49,f,likert,3,186,NA,NA,5301,6.54,480,450.9,5,2.26684957242105
187,NS01,29,49,f,likert,3,187,NA,NA,7240,6.02,480,629.1,3,2.03354560496518
188,NS01,29,49,f,likert,3,188,NA,NA,5626,6.71,480,450.9,5,3.11690002121031
189,NS01,29,49,f,likert,3,189,NA,NA,7507,6.25,480,450.9,5,1.80009981588228
190,NS01,29,49,f,likert,3,190,NA,NA,7183,5.58,480,540,4,1.21677214140072
191,NS01,29,49,f,likert,3,191,NA,NA,5628,6.51,480,270,7,1.63348983781179
192,NS01,29,49,f,likert,3,192,NA,NA,5875,6.03,480,540,4,0.883560297894292
193,NS01,29,49,f,likert,3,193,NA,NA,1947,5.85,480,270,7,2.9167979217018
194,NS01,29,49,f,likert,3,194,NA,NA,7505,6.1,480,718.2,2,2.18359280866571
195,NS01,29,49,f,likert,3,195,NA,NA,1650,6.65,480,361.8,6,2.30021940270672
196,NS01,29,49,f,likert,3,196,NA,NA,2122,5.15,480,718.2,2,1.28354725753888
197,NS01,29,49,f,likert,3,197,NA,NA,7039,5.93,480,361.8,6,1.53353358618915
198,NS01,29,49,f,likert,3,198,NA,NA,2500,6.16,480,540,4,4.38350771571277
199,NS01,29,49,f,likert,3,199,NA,NA,7352,6.2,480,540,4,3.00011027225992
200,NS01,29,49,f,likert,3,200,NA,NA,6250,6.32,480,810,1,2.01687556301476
201,NS01,29,49,f,likert,3,1,NA,NA,2308,5.22,480,629.1,3,4.11682760808617
202,NS01,29,49,f,likert,3,2,NA,NA,5395,5.34,480,540,4,1.63346309604822
203,NS01,29,49,f,likert,3,3,NA,NA,7351,5.82,480,450.9,5,1.83344530826434
204,NS01,29,49,f,likert,3,4,NA,NA,7188,5.5,480,540,4,1.43346375710098
205,NS01,29,49,f,likert,3,5,NA,NA,5731,5.39,480,270,7,1.53348851576447
206,NS01,29,49,f,likert,3,6,NA,NA,8205,6.62,480,361.8,6,2.15013494080631
207,NS01,29,49,f,likert,3,7,NA,NA,4619,6.46,480,540,4,2.48359797673766
208,NS01,29,49,f,likert,3,8,NA,NA,2575,5.46,480,540,4,1.58349864155753
209,NS01,29,49,f,likert,3,9,NA,NA,4536,6.01,480,540,4,1.90016543847742
210,NS01,29,49,f,likert,3,10,NA,NA,7488,6.19,480,270,7,2.65021456521936
211,NS01,29,49,f,likert,3,11,NA,NA,5849,6.65,480,361.8,6,2.85025176330237
212,NS01,29,49,f,likert,3,12,NA,NA,7820,5.39,480,540,4,1.71678355929907
213,NS01,29,49,f,likert,3,13,NA,NA,2606,5.92,480,540,4,3.71681901469128
214,NS01,29,49,f,likert,3,14,NA,NA,5215,6.83,480,540,4,2.58345747727435
215,NS01,29,49,f,likert,3,15,NA,NA,1942,6.26,480,270,7,4.80034049192909
216,NS01,29,49,f,likert,3,16,NA,NA,4625,6.4,480,450.9,5,2.66681760246865
217,NS01,29,49,f,likert,3,17,NA,NA,2392,6.15,480,540,4,1.26684626721544
218,NS01,29,49,f,likert,3,18,NA,NA,7192,5.77,480,450.9,5,1.61682580527849
219,NS01,29,49,f,likert,3,19,NA,NA,7550,5.27,480,629.1,3,1.38362670160132
220,NS01,29,49,f,likert,3,20,NA,NA,2362,6.74,480,450.9,5,1.61674377712188
221,NS01,29,49,f,likert,3,21,NA,NA,8600,6.38,480,450.9,5,1.75015489192447
222,NS01,29,49,f,likert,3,22,NA,NA,5531,5.15,480,361.8,6,1.85013007320231
223,NS01,29,49,f,likert,3,23,NA,NA,7165,6.09,480,629.1,3,2.31697297515348
224,NS01,29,49,f,likert,3,24,NA,NA,2513,5.8,480,361.8,6,2.58359238802223
225,NS01,29,49,f,likert,3,25,NA,NA,7530,6.71,480,450.9,5,1.41682406252949
226,NS01,29,49,f,likert,3,26,NA,NA,2107,5.53,480,361.8,6,2.81690506910672
227,NS01,29,49,f,likert,3,27,NA,NA,7053,5.22,480,450.9,5,1.51682899025036
