rowN,DAU,participantN,age,gender,task,taskOrder,trial,lImage,lValue,rImage,rValue,xBoxPos,yBoxPos,response,RT
1,NS01,11,20,Female,continuous,1,1,7052,5.33,1908,5.28,0,0,0,0
2,NS01,11,20,Female,continuous,1,2,1640,6.16,5622,6.33,0,0,0,0
3,NS01,11,20,Female,continuous,1,3,2302,6.43,1659,6.57,0,0,0,0
4,NS01,11,20,Female,continuous,1,4,2305,5.41,7017,5.18,0,0,0,0
5,NS01,11,20,Female,continuous,1,5,2389,6.61,1947,5.85,0,0,0,0
6,NS01,11,20,Female,continuous,1,6,7205,5.56,7188,5.5,0,0,0,0
7,NS01,11,20,Female,continuous,1,7,2342,6.2,1850,6.15,0,0,0,0
8,NS01,11,20,Female,continuous,1,8,1660,6.49,2036,5.8,0,0,0,0
9,NS01,11,20,Female,continuous,1,9,2506,5.67,5731,5.39,0,0,0,0
10,NS01,11,20,Female,continuous,1,10,8179,6.48,8040,6.64,0,0,0,0
11,NS01,11,20,Female,continuous,1,11,4100,6.11,8211,5.76,0,0,0,0
12,NS01,11,20,Female,continuous,1,12,4536,6.01,7354,5.51,0,0,0,0
13,NS01,11,20,Female,continuous,1,13,7489,6.54,2514,5.19,0,0,0,0
14,NS01,11,20,Female,continuous,1,14,2515,6.09,7248,5.22,0,0,0,0
15,NS01,11,20,Female,continuous,1,15,7390,6.84,7019,5.2,0,0,0,0
16,NS01,11,20,Female,continuous,1,16,7100,5.24,7512,5.38,0,0,0,0
17,NS01,11,20,Female,continuous,1,17,2635,5.22,2308,5.22,0,0,0,0
18,NS01,11,20,Female,continuous,1,18,7182,5.16,7600,5.9,0,0,0,0
19,NS01,11,20,Female,continuous,1,19,2107,5.53,7510,6.05,0,0,0,0
20,NS01,11,20,Female,continuous,1,20,2152,6.93,2191,5.3,0,0,0,0
21,NS01,11,20,Female,continuous,1,21,5410,6.11,8130,6.58,0,0,0,0
22,NS01,11,20,Female,continuous,1,22,7080,5.27,5301,6.54,0,0,0,0
23,NS01,11,20,Female,continuous,1,23,1900,6.65,2606,5.92,0,0,0,0
24,NS01,11,20,Female,continuous,1,24,8600,6.38,5628,6.51,0,0,0,0
25,NS01,11,20,Female,continuous,1,25,8467,6.35,2575,5.46,0,0,0,0
26,NS01,11,20,Female,continuous,1,26,2019,6.07,5215,6.83,0,0,0,0
27,NS01,11,20,Female,continuous,1,27,5890,6.67,2513,5.8,0,0,0,0
28,NS01,11,20,Female,continuous,1,28,5510,5.15,7482,6.36,0,0,0,0
29,NS01,11,20,Female,continuous,1,29,7190,5.55,1595,6.22,0,0,0,0
30,NS01,11,20,Female,continuous,1,30,2235,5.64,2339,6.72,0,0,0,0
31,NS01,11,20,Female,continuous,1,31,5626,6.71,5726,6.23,0,0,0,0
32,NS01,11,20,Female,continuous,1,32,2620,5.93,7472,6.25,0,0,0,0
33,NS01,11,20,Female,continuous,1,33,7460,6.81,7286,6.36,0,0,0,0
34,NS01,11,20,Female,continuous,1,34,2900,6.62,5520,5.33,0,0,0,0
35,NS01,11,20,Female,continuous,1,35,5849,6.65,8325,5.63,0,0,0,0
36,NS01,11,20,Female,continuous,1,36,8021,6.79,5875,6.03,0,0,0,0
37,NS01,11,20,Female,continuous,1,37,2357,5.41,2597,5.61,0,0,0,0
38,NS01,11,20,Female,continuous,1,38,5593,6.47,2720,5.43,0,0,0,0
39,NS01,11,20,Female,continuous,1,39,8250,6.19,5661,5.96,0,0,0,0
40,NS01,11,20,Female,continuous,1,40,1419,6.54,8117,6.02,0,0,0,0
41,NS01,11,20,Female,continuous,1,41,2616,5.97,2020,5.68,0,0,0,0
42,NS01,11,20,Female,continuous,1,42,2442,6.17,2377,5.19,0,0,0,0
43,NS01,11,20,Female,continuous,1,43,5471,5.21,2560,6.34,0,0,0,0
44,NS01,11,20,Female,continuous,1,44,7001,5.32,5530,5.38,0,0,0,0
45,NS01,11,20,Female,continuous,1,45,1903,5.5,2392,6.15,0,0,0,0
46,NS01,11,20,Female,continuous,1,46,7440,6.32,5300,6.91,0,0,0,0
47,NS01,11,20,Female,continuous,1,47,8341,6.25,7506,5.34,0,0,0,0
48,NS01,11,20,Female,continuous,1,48,8208,6.79,5800,6.36,0,0,0,0
49,NS01,11,20,Female,continuous,1,49,7291,6.35,5531,5.15,0,0,0,0
50,NS01,11,20,Female,continuous,1,50,8158,6.53,7237,5.43,0,0,0,0
51,NS01,11,20,Female,binary,2,1,7042,5.55,2579,5.53,0,0,0,0
52,NS01,11,20,Female,binary,2,2,7096,5.54,5635,6.25,0,0,0,0
53,NS01,11,20,Female,binary,2,3,2122,5.15,2374,6.29,0,0,0,0
54,NS01,11,20,Female,binary,2,4,7242,5.28,7620,5.78,0,0,0,0
55,NS01,11,20,Female,binary,2,5,7451,6.68,5711,6.62,0,0,0,0
56,NS01,11,20,Female,binary,2,6,5020,6.32,2038,5.09,0,0,0,0
57,NS01,11,20,Female,binary,2,7,9156,6.43,7351,5.82,0,0,0,0
58,NS01,11,20,Female,binary,2,8,2358,6.56,7499,6.47,0,0,0,0
59,NS01,11,20,Female,binary,2,9,8312,5.37,7501,6.85,0,0,0,0
60,NS01,11,20,Female,binary,2,10,7165,6.09,7547,5.21,0,0,0,0
61,NS01,11,20,Female,binary,2,11,7475,6.33,2351,5.49,0,0,0,0
62,NS01,11,20,Female,binary,2,12,7233,5.09,1650,6.65,0,0,0,0
63,NS01,11,20,Female,binary,2,13,7710,5.42,7900,6.5,0,0,0,0
64,NS01,11,20,Female,binary,2,14,1640,6.27,2870,5.31,0,0,0,0
65,NS01,11,20,Female,binary,2,15,5390,5.59,6250,6.32,0,0,0,0
66,NS01,11,20,Female,binary,2,16,2362,6.74,4617,6.6,0,0,0,0
67,NS01,11,20,Female,binary,2,17,7300,5.64,8205,6.62,0,0,0,0
68,NS01,11,20,Female,binary,2,18,7550,5.27,2435,5.84,0,0,0,0
69,NS01,11,20,Female,binary,2,19,7513,5.45,2032,5.58,0,0,0,0
70,NS01,11,20,Female,binary,2,20,8191,6.07,7140,5.5,0,0,0,0
71,NS01,11,20,Female,binary,2,21,8260,6.18,1670,5.82,0,0,0,0
72,NS01,11,20,Female,binary,2,22,5250,6.08,1560,5.97,0,0,0,0
73,NS01,11,20,Female,binary,2,23,7450,6.4,2593,5.8,0,0,0,0
74,NS01,11,20,Female,binary,2,24,2102,5.16,7490,5.52,0,0,0,0
75,NS01,11,20,Female,binary,2,25,8620,6.04,4600,6.41,0,0,0,0
76,NS01,11,20,Female,binary,2,26,7515,6.19,2980,5.61,0,0,0,0
77,NS01,11,20,Female,binary,2,27,7033,5.4,5040,5.39,0,0,0,0
78,NS01,11,20,Female,binary,2,28,2018,5.56,7477,6.12,0,0,0,0
79,NS01,11,20,Female,binary,2,29,7496,5.92,8320,6.24,0,0,0,0
80,NS01,11,20,Female,binary,2,30,7546,5.4,7503,5.77,0,0,0,0
81,NS01,11,20,Female,binary,2,31,7179,5.06,2092,6.28,0,0,0,0
82,NS01,11,20,Female,binary,2,32,7320,6.54,8161,6.71,0,0,0,0
83,NS01,11,20,Female,binary,2,33,7053,5.22,7250,6.62,0,0,0,0
84,NS01,11,20,Female,binary,2,34,4645,6.73,8206,6.43,0,0,0,0
85,NS01,11,20,Female,binary,2,35,1720,6.79,2605,6.26,0,0,0,0
86,NS01,11,20,Female,binary,2,36,5665,6.15,7279,6.22,0,0,0,0
87,NS01,11,20,Female,binary,2,37,1942,6.26,7495,5.9,0,0,0,0
88,NS01,11,20,Female,binary,2,38,7660,6.61,5533,5.31,0,0,0,0
89,NS01,11,20,Female,binary,2,39,8031,6.76,2488,5.73,0,0,0,0
90,NS01,11,20,Female,binary,2,40,4619,6.46,8465,5.96,0,0,0,0
91,NS01,11,20,Female,binary,2,41,1675,5.24,2359,5.87,0,0,0,0
92,NS01,11,20,Female,binary,2,42,5750,6.6,8192,5.52,0,0,0,0
93,NS01,11,20,Female,binary,2,43,2056,6.34,7095,5.99,0,0,0,0
94,NS01,11,20,Female,binary,2,44,7461,5.8,7505,6.1,0,0,0,0
95,NS01,11,20,Female,binary,2,45,2594,6.05,7820,5.39,0,0,0,0
96,NS01,11,20,Female,binary,2,46,7183,5.58,4625,6.4,0,0,0,0
97,NS01,11,20,Female,binary,2,47,2500,6.16,2521,5.78,0,0,0,0
98,NS01,11,20,Female,binary,2,48,1616,5.21,7497,5.19,0,0,0,0
99,NS01,11,20,Female,binary,2,49,1605,6.59,8193,6.73,0,0,0,0
100,NS01,11,20,Female,binary,2,50,5990,6.54,7509,6.03,0,0,0,0
101,NS01,11,20,Female,likert,3,1,NA,NA,2342,6.2,0,0,0,0
102,NS01,11,20,Female,likert,3,2,NA,NA,7496,5.92,0,0,0,0
103,NS01,11,20,Female,likert,3,3,NA,NA,1640,6.16,0,0,0,0
104,NS01,11,20,Female,likert,3,4,NA,NA,2635,5.22,0,0,0,0
105,NS01,11,20,Female,likert,3,5,NA,NA,9156,6.43,0,0,0,0
106,NS01,11,20,Female,likert,3,6,NA,NA,8193,6.73,0,0,0,0
107,NS01,11,20,Female,likert,3,7,NA,NA,7620,5.78,0,0,0,0
108,NS01,11,20,Female,likert,3,8,NA,NA,7499,6.47,0,0,0,0
109,NS01,11,20,Female,likert,3,9,NA,NA,8320,6.24,0,0,0,0
110,NS01,11,20,Female,likert,3,10,NA,NA,1560,5.97,0,0,0,0
111,NS01,11,20,Female,likert,3,11,NA,NA,6250,6.32,0,0,0,0
112,NS01,11,20,Female,likert,3,12,NA,NA,2351,5.49,0,0,0,0
113,NS01,11,20,Female,likert,3,13,NA,NA,7190,5.55,0,0,0,0
114,NS01,11,20,Female,likert,3,14,NA,NA,5020,6.32,0,0,0,0
115,NS01,11,20,Female,likert,3,15,NA,NA,2616,5.97,0,0,0,0
116,NS01,11,20,Female,likert,3,16,NA,NA,5471,5.21,0,0,0,0
117,NS01,11,20,Female,likert,3,17,NA,NA,1903,5.5,0,0,0,0
118,NS01,11,20,Female,likert,3,18,NA,NA,2018,5.56,0,0,0,0
119,NS01,11,20,Female,likert,3,19,NA,NA,2092,6.28,0,0,0,0
120,NS01,11,20,Female,likert,3,20,NA,NA,2019,6.07,0,0,0,0
121,NS01,11,20,Female,likert,3,21,NA,NA,2036,5.8,0,0,0,0
122,NS01,11,20,Female,likert,3,22,NA,NA,7188,5.5,0,0,0,0
123,NS01,11,20,Female,likert,3,23,NA,NA,4536,6.01,0,0,0,0
124,NS01,11,20,Female,likert,3,24,NA,NA,8467,6.35,0,0,0,0
125,NS01,11,20,Female,likert,3,25,NA,NA,7182,5.16,0,0,0,0
126,NS01,11,20,Female,likert,3,26,NA,NA,7472,6.25,0,0,0,0
127,NS01,11,20,Female,likert,3,27,NA,NA,5800,6.36,0,0,0,0
128,NS01,11,20,Female,likert,3,28,NA,NA,5531,5.15,0,0,0,0
129,NS01,11,20,Female,likert,3,29,NA,NA,2152,6.93,0,0,0,0
130,NS01,11,20,Female,likert,3,30,NA,NA,7390,6.84,0,0,0,0
131,NS01,11,20,Female,likert,3,31,NA,NA,2122,5.15,0,0,0,0
132,NS01,11,20,Female,likert,3,32,NA,NA,5665,6.15,0,0,0,0
133,NS01,11,20,Female,likert,3,33,NA,NA,2359,5.87,0,0,0,0
134,NS01,11,20,Female,likert,3,34,NA,NA,7495,5.9,0,0,0,0
135,NS01,11,20,Female,likert,3,35,NA,NA,7052,5.33,0,0,0,0
136,NS01,11,20,Female,likert,3,36,NA,NA,7279,6.22,0,0,0,0
137,NS01,11,20,Female,likert,3,37,NA,NA,2056,6.34,0,0,0,0
138,NS01,11,20,Female,likert,3,38,NA,NA,5622,6.33,0,0,0,0
139,NS01,11,20,Female,likert,3,39,NA,NA,5530,5.38,0,0,0,0
140,NS01,11,20,Female,likert,3,40,NA,NA,7501,6.85,0,0,0,0
141,NS01,11,20,Female,likert,3,41,NA,NA,2720,5.43,0,0,0,0
