rowN,DAU,participantN,age,gender,task,taskOrder,trial,lImage,lValue,rImage,rValue,xBoxPos,yBoxPos,response,RT
1,NS01,61,22,Male,continuous,1,1,8620,6.04,6250,6.32,562,972,9,2.4835188081488
2,NS01,61,22,Male,continuous,1,2,2575,5.46,9156,6.43,1211,972,76,2.95022695953958
3,NS01,61,22,Male,continuous,1,3,7450,6.4,4645,6.73,742,972,28,2.11684590158984
4,NS01,61,22,Male,continuous,1,4,2597,5.61,7493,5.35,1241,972,79,3.01700596162118
5,NS01,61,22,Male,continuous,1,5,4100,6.11,7600,5.9,1396,972,95,2.35027900058776
6,NS01,61,22,Male,continuous,1,6,8117,6.02,7340,6.68,619,972,15,2.88348731887527
7,NS01,61,22,Male,continuous,1,7,7488,6.19,7513,5.45,721,972,26,4.41693330812268
8,NS01,61,22,Male,continuous,1,8,7238,6.43,7021,5.21,1140,972,69,2.8003871247638
9,NS01,61,22,Male,continuous,1,9,2351,5.49,8179,6.48,1256,972,81,4.03350803628564
10,NS01,61,22,Male,continuous,1,10,1900,6.65,2720,5.43,480,972,1,2.71680918429047
11,NS01,61,22,Male,continuous,1,11,7507,6.25,5661,5.96,1291,972,85,3.31683075800538
12,NS01,61,22,Male,continuous,1,12,7291,6.35,7320,6.54,664,972,20,4.06689047627151
13,NS01,61,22,Male,continuous,1,13,2032,5.58,7033,5.4,711,972,25,2.90014293324202
14,NS01,61,22,Male,continuous,1,14,4600,6.41,2870,5.31,668,972,20,3.43351891310886
15,NS01,61,22,Male,continuous,1,15,2579,5.53,4619,6.46,1163,972,71,3.05023365980014
16,NS01,61,22,Male,continuous,1,16,8208,6.79,5040,5.39,700,972,24,2.40011513978243
17,NS01,61,22,Male,continuous,1,17,2037,6.42,2342,6.2,621,972,16,3.75024661025964
18,NS01,61,22,Male,continuous,1,18,2056,6.34,8040,6.64,1243,972,80,5.16697650076821
19,NS01,61,22,Male,continuous,1,19,1660,6.49,1720,6.79,1319,972,88,3.06680063600652
20,NS01,61,22,Male,continuous,1,20,7017,5.18,7506,5.34,553,972,9,3.1168666339945
21,NS01,61,22,Male,continuous,1,21,2358,6.56,8312,5.37,583,972,12,2.78350766049698
22,NS01,61,22,Male,continuous,1,22,1810,6.52,5410,6.11,885,972,43,3.98358205682598
23,NS01,61,22,Male,continuous,1,23,8118,6.14,7512,5.38,1300,972,86,2.15012618200853
24,NS01,61,22,Male,continuous,1,24,1605,6.59,2389,6.61,1284,972,84,3.51679217768833
25,NS01,61,22,Male,continuous,1,25,2019,6.07,7052,5.33,595,972,13,2.96685372875072
26,NS01,61,22,Male,continuous,1,26,2273,5.41,8325,5.63,1172,972,72,3.03350322856568
27,NS01,61,22,Male,continuous,1,27,2235,5.64,7042,5.55,1195,972,75,4.11682246509008
28,NS01,61,22,Male,continuous,1,28,7489,6.54,2392,6.15,686,972,22,2.95021013333462
29,NS01,61,22,Male,continuous,1,29,8192,5.52,8206,6.43,692,972,23,3.50011132401414
30,NS01,61,22,Male,continuous,1,30,7499,6.47,7546,5.4,500,972,3,2.31688153720461
31,NS01,61,22,Male,continuous,1,31,7205,5.56,7095,5.99,1121,972,67,3.53364339773543
32,NS01,61,22,Male,continuous,1,32,2339,6.72,7460,6.81,1230,972,78,2.88344134716317
33,NS01,61,22,Male,continuous,1,33,2521,5.78,2092,6.28,549,972,8,2.86676560132764
34,NS01,61,22,Male,continuous,1,34,1595,6.22,2382,5.67,858,972,40,2.78360982006416
35,NS01,61,22,Male,continuous,1,35,7390,6.84,7096,5.54,760,972,30,3.00033983075991
36,NS01,61,22,Male,continuous,1,36,7286,6.36,4625,6.4,776,972,32,6.75032863835804
37,NS01,61,22,Male,continuous,1,37,7451,6.68,2010,6.25,668,972,20,2.25016112672165
38,NS01,61,22,Male,continuous,1,38,2513,5.8,7550,5.27,1047,972,59,2.45017933519557
39,NS01,61,22,Male,continuous,1,39,2191,5.3,8021,6.79,1089,972,64,2.75026914547198
40,NS01,61,22,Male,continuous,1,40,7475,6.33,1908,5.28,647,972,18,2.283508712193
41,NS01,61,22,Male,continuous,1,41,7472,6.25,2217,6.24,1057,972,61,2.20018917554989
42,NS01,61,22,Male,continuous,1,42,5849,6.65,2511,6.21,1160,972,71,3.71690563485026
43,NS01,61,22,Male,continuous,1,43,1670,5.82,7497,5.19,1232,972,79,2.00007000938058
44,NS01,61,22,Male,continuous,1,44,4598,6.33,8251,6.16,633,972,17,3.96693305275403
45,NS01,61,22,Male,continuous,1,45,2593,5.8,7482,6.36,1160,972,71,2.88350354437716
46,NS01,61,22,Male,continuous,1,46,1560,5.97,7500,5.33,665,972,20,3.0502799320966
47,NS01,61,22,Male,continuous,1,47,2445,5.39,7530,6.71,1412,972,97,2.95008063106798
48,NS01,61,22,Male,continuous,1,48,5020,6.32,2025,5.78,1195,972,75,2.16675265086815
49,NS01,61,22,Male,continuous,1,49,7039,5.93,7300,5.64,718,972,26,4.20016303472221
50,NS01,61,22,Male,continuous,1,50,5875,6.03,7710,5.42,877,972,42,2.98348801000975
51,NS01,61,22,Male,binary,2,51,2357,5.41,2152,6.93,1440,972,2,4.2168799447827
52,NS01,61,22,Male,binary,2,52,1903,5.5,1850,6.15,1440,972,2,2.20016333507374
53,NS01,61,22,Male,binary,2,53,8211,5.76,2635,5.22,1440,972,2,2.31682835426182
54,NS01,61,22,Male,binary,2,54,7440,6.32,2605,6.26,1440,972,2,2.33333403454162
55,NS01,61,22,Male,binary,2,55,2374,6.29,7495,5.9,480,972,1,2.05017957556993
56,NS01,61,22,Male,binary,2,56,5800,6.36,7165,6.09,1440,972,2,3.03356061852537
57,NS01,61,22,Male,binary,2,57,8205,6.62,7515,6.19,480,972,1,2.75015496718697
58,NS01,61,22,Male,binary,2,58,7026,5.38,1450,6.37,480,972,1,1.90014083008282
59,NS01,61,22,Male,binary,2,59,8320,6.24,4536,6.01,1440,972,2,3.65014225733466
60,NS01,61,22,Male,binary,2,60,5990,6.54,7248,5.22,480,972,1,2.93352597416379
61,NS01,61,22,Male,binary,2,61,2411,5.07,7490,5.52,480,972,1,3.91698964615352
62,NS01,61,22,Male,binary,2,62,7354,5.51,2384,5.92,1440,972,2,3.8501325219404
63,NS01,61,22,Male,binary,2,63,7351,5.82,5870,6.78,1440,972,2,2.15007329941727
64,NS01,61,22,Male,binary,2,64,5390,5.59,2036,5.8,480,972,1,1.9834438408725
