rowN,DAU,participantN,age,gender,task,taskOrder,trial,lImage,lValue,rImage,rValue,xBoxPos,yBoxPos,response,RT
1,NS01,59,20,female,continuous,1,1,7188,5.5,2521,5.78,1440,972,100,3.71691314666532
2,NS01,59,20,female,continuous,1,2,8211,5.76,2870,5.31,1440,972,100,2.78350135078654
3,NS01,59,20,female,continuous,1,3,2377,5.19,5622,6.33,1201,972,75,4.56683624139987
4,NS01,59,20,female,continuous,1,4,2597,5.61,7477,6.12,480,972,1,2.61681119748391
5,NS01,59,20,female,continuous,1,5,4100,6.11,2359,5.87,1222,972,78,2.73362945578992
6,NS01,59,20,female,continuous,1,6,4536,6.01,5020,6.32,656,972,19,3.46677545667626
7,NS01,59,20,female,continuous,1,7,5800,6.36,5250,6.08,644,972,18,1.76675319159403
8,NS01,59,20,female,continuous,1,8,8467,6.35,5665,6.15,1401,972,96,3.21682586031966
9,NS01,59,20,female,continuous,1,9,7021,5.21,7057,5.35,1295,972,85,5.41691558039747
10,NS01,59,20,female,continuous,1,10,1450,6.37,5849,6.65,1329,972,89,4.48349356860854
11,NS01,59,20,female,continuous,1,11,8620,6.04,2500,6.16,1263,972,82,3.2335094185546
12,NS01,59,20,female,continuous,1,12,8192,5.52,2102,5.16,978,972,52,5.00011507980525
13,NS01,59,20,female,continuous,1,13,1616,5.21,7830,5.26,796,972,34,4.06685952795669
14,NS01,59,20,female,continuous,1,14,7461,5.8,7510,6.05,1211,972,76,2.58343566814438
15,NS01,59,20,female,continuous,1,15,2060,6.49,5740,5.21,624,972,16,1.65002236980945
16,NS01,59,20,female,continuous,1,16,2122,5.15,1660,6.49,1407,972,97,1.68345018080436
17,NS01,59,20,female,continuous,1,17,7488,6.19,2339,6.72,974,972,52,5.43361446238123
18,NS01,59,20,female,continuous,1,18,2513,5.8,4598,6.33,1315,972,87,5.60030671907589
19,NS01,59,20,female,continuous,1,19,7493,5.35,2880,5.18,963,972,51,7.41683805943467
20,NS01,59,20,female,continuous,1,20,7279,6.22,1670,5.82,640,972,17,7.38361486815847
21,NS01,59,20,female,continuous,1,21,2384,5.92,1640,6.16,1319,972,88,2.13345914985985
22,NS01,59,20,female,continuous,1,22,7095,5.99,5531,5.15,604,972,14,4.13344863336533
23,NS01,59,20,female,continuous,1,23,2579,5.53,7250,6.62,480,972,1,1.15015172190033
24,NS01,59,20,female,continuous,1,24,7660,6.61,7489,6.54,1199,972,75,3.98347689257935
25,NS01,59,20,female,continuous,1,25,7192,5.77,7286,6.36,1180,972,73,6.95013741962612
26,NS01,59,20,female,continuous,1,26,1659,6.57,7710,5.42,1264,972,82,3.56684525567107
27,NS01,59,20,female,continuous,1,27,1810,6.52,2382,5.67,632,972,17,2.00011477945372
28,NS01,59,20,female,continuous,1,28,2372,5.48,8208,6.79,1266,972,82,3.53349316283129
29,NS01,59,20,female,continuous,1,29,7507,6.25,8465,5.96,1323,972,88,3.91675317683257
30,NS01,59,20,female,continuous,1,30,6250,6.32,2392,6.15,969,972,51,4.86677341349423
31,NS01,59,20,female,continuous,1,31,7100,5.24,2389,6.61,1200,972,75,4.4668872312177
32,NS01,59,20,female,continuous,1,32,7515,6.19,5890,6.67,1252,972,81,3.36697367625311
33,NS01,59,20,female,continuous,1,33,7248,5.22,1640,6.27,961,972,51,7.61689773271792
34,NS01,59,20,female,continuous,1,34,2442,6.17,5593,6.47,1276,972,83,4.11685671866871
35,NS01,59,20,female,continuous,1,35,5635,6.25,2435,5.84,645,972,18,2.01684521068819
36,NS01,59,20,female,continuous,1,36,4613,5.34,5875,6.03,1206,972,76,2.43357510096394
37,NS01,59,20,female,continuous,1,37,5950,5.99,2308,5.22,728,972,27,2.06698782835156
38,NS01,59,20,female,continuous,1,38,7475,6.33,2635,5.22,722,972,26,1.51696464722045
39,NS01,59,20,female,continuous,1,39,7195,6.02,7450,6.4,1440,972,100,1.53345049638301
40,NS01,59,20,female,continuous,1,40,2273,5.41,2593,5.8,640,972,17,2.58359732059762
41,NS01,59,20,female,continuous,1,41,2038,5.09,7440,6.32,1201,972,75,9.13348949723877
42,NS01,59,20,female,continuous,1,42,2445,5.39,7233,5.09,962,972,51,5.8667800235562
43,NS01,59,20,female,continuous,1,43,7497,5.19,7352,6.2,480,972,1,2.00016976520419
44,NS01,59,20,female,continuous,1,44,5764,6.74,7509,6.03,751,972,29,1.91680876351893
45,NS01,59,20,female,continuous,1,45,2374,6.29,1908,5.28,1255,972,81,2.56688101147301
46,NS01,59,20,female,continuous,1,46,7472,6.25,2107,5.53,960,972,50,2.50015519256704
47,NS01,59,20,female,continuous,1,47,2357,5.41,1850,6.15,1440,972,100,1.65012302715331
48,NS01,59,20,female,continuous,1,48,2900,6.62,2036,5.8,1440,972,100,3.08362391218543
49,NS01,59,20,female,continuous,1,49,8250,6.19,8325,5.63,959,972,50,2.51686338894069
50,NS01,59,20,female,continuous,1,50,5390,5.59,7505,6.1,1239,972,79,6.10019839997403
51,NS01,59,20,female,binary,2,51,7238,6.43,8179,6.48,1440,972,2,3.81672814767808
52,NS01,59,20,female,binary,2,52,7390,6.84,2620,5.93,1440,972,2,2.46682653645985
53,NS01,59,20,female,binary,2,53,7017,5.18,5040,5.39,480,972,1,2.46688602911308
54,NS01,59,20,female,binary,2,54,7900,6.5,7490,5.52,480,972,1,6.86686115036719
55,NS01,59,20,female,binary,2,55,5471,5.21,7620,5.78,1440,972,2,2.75026614079252
56,NS01,59,20,female,binary,2,56,5900,5.93,1900,6.65,480,972,1,1.25017945538275
57,NS01,59,20,female,binary,2,57,8206,6.43,1675,5.24,1440,972,2,2.08363112341613
58,NS01,59,20,female,binary,2,58,2980,5.61,5500,5.42,480,972,1,2.15013129008003
59,NS01,59,20,female,binary,2,59,1650,6.65,7026,5.38,480,972,1,1.35015100077726
60,NS01,59,20,female,binary,2,60,4617,6.6,7182,5.16,480,972,1,3.41695464146324
61,NS01,59,20,female,binary,2,61,7019,5.2,1720,6.79,1440,972,2,11.6669526132755
62,NS01,59,20,female,binary,2,62,5990,6.54,2605,6.26,1440,972,2,8.40021820086986
63,NS01,59,20,female,binary,2,63,7240,6.02,7460,6.81,1440,972,2,2.93369453749619
64,NS01,59,20,female,binary,2,64,5731,5.39,5395,5.34,480,972,1,6.23353075166233
65,NS01,59,20,female,binary,2,65,2362,6.74,8117,6.02,480,972,1,4.91684932680801
66,NS01,59,20,female,binary,2,66,8130,6.58,7052,5.33,480,972,1,4.60031152656302
67,NS01,59,20,female,binary,2,67,5533,5.31,8191,6.07,1440,972,2,6.4169411205221
68,NS01,59,20,female,binary,2,68,4600,6.41,7550,5.27,480,972,1,1.4336640399415
69,NS01,59,20,female,binary,2,69,8251,6.16,2235,5.64,1440,972,2,1.95011818944477
70,NS01,59,20,female,binary,2,70,7503,5.77,1910,6.71,480,972,1,2.40020918683149
71,NS01,59,20,female,binary,2,71,7512,5.38,8205,6.62,480,972,1,1.96706465817988
