participantNo,block,task,blockTrial,response,trialStage,trialStartTime,trialFinishTime,rt,trial,eye,fixStart,fixEnd,fixLength,fixPosX,fixPosY,dilation,aoi
62,1,binary,1,2,fixationCross,2445259.0,2449392.0,4133.0,1,L,2444415,2444797,384,934.2,876.5,3843,likertHorizontal
62,1,binary,1,2,fixationCross,2445259.0,2449392.0,4133.0,1,L,2444843,2445035,194,990.2,574.6,3819,NA
62,1,binary,1,2,trial,2445259.0,2449392.0,4133.0,1,L,2445045,2445463,420,970.4,567.6,3799,NA
62,1,binary,1,2,trial,2445259.0,2449392.0,4133.0,1,L,2445505,2445635,132,672.2,542.0,3727,left
62,1,binary,1,2,trial,2445259.0,2449392.0,4133.0,1,L,2445655,2445747,94,593.3,568.5,3583,left
62,1,binary,1,2,trial,2445259.0,2449392.0,4133.0,1,L,2445807,2445915,110,466.0,988.3,3543,NA
62,1,binary,1,2,trial,2445259.0,2449392.0,4133.0,1,L,2445935,2446201,268,462.4,1039.3,3710,NA
62,1,binary,1,2,trial,2445259.0,2449392.0,4133.0,1,L,2446215,2446379,166,478.9,1004.7,3798,NA
62,1,binary,1,2,trial,2445259.0,2449392.0,4133.0,1,L,2446433,2446633,202,550.2,541.2,3784,left
62,1,binary,1,2,trial,2445259.0,2449392.0,4133.0,1,L,2446703,2447047,346,1344.7,745.5,3727,NA
62,1,binary,1,2,trial,2445259.0,2449392.0,4133.0,1,L,2447069,2447677,610,1345.7,658.1,3624,right
62,1,binary,1,2,trial,2445259.0,2449392.0,4133.0,1,L,2447747,2447867,122,723.2,525.9,3872,left
62,1,binary,1,2,trial,2445259.0,2449392.0,4133.0,1,L,2447893,2448333,442,579.7,556.9,3787,left
62,1,binary,1,2,trial,2445259.0,2449392.0,4133.0,1,L,2448343,2448455,114,609.6,536.8,3624,left
62,1,binary,1,2,trial,2445259.0,2449392.0,4133.0,1,L,2448519,2448967,450,1364.5,591.2,3538,right
62,1,binary,1,2,trial,2445259.0,2449392.0,4133.0,1,L,2449509,2449657,150,625.7,575.8,3855,left
62,1,binary,2,2,fixationCross,2450559.0,2453993.0,3434.0,2,L,2449831,2449881,52,1508.6,702.9,3746,right
62,1,binary,2,2,fixationCross,2450559.0,2453993.0,3434.0,2,L,2450155,2450211,58,903.6,1151.6,4131,likertHorizontal
62,1,binary,2,2,fixationCross,2450559.0,2453993.0,3434.0,2,L,2450279,2450409,132,927.8,537.1,4121,NA
62,1,binary,2,2,trial,2450559.0,2453993.0,3434.0,2,L,2450423,2450735,314,974.1,555.5,3896,NA
62,1,binary,2,2,trial,2450559.0,2453993.0,3434.0,2,L,2450789,2451077,290,623.1,559.2,3655,left
62,1,binary,2,2,trial,2450559.0,2453993.0,3434.0,2,L,2451125,2451241,118,516.2,879.5,3499,NA
62,1,binary,2,2,trial,2450559.0,2453993.0,3434.0,2,L,2451283,2451479,198,511.0,644.4,3574,left
62,1,binary,2,2,trial,2450559.0,2453993.0,3434.0,2,L,2451495,2451553,60,510.7,585.5,3522,left
62,1,binary,2,2,trial,2450559.0,2453993.0,3434.0,2,L,2451575,2451827,254,526.3,491.6,3444,left
62,1,binary,2,2,trial,2450559.0,2453993.0,3434.0,2,L,2451891,2452095,206,1332.3,488.0,3368,right
62,1,binary,2,2,trial,2450559.0,2453993.0,3434.0,2,L,2452107,2452771,666,1372.6,496.8,3408,right
62,1,binary,2,2,trial,2450559.0,2453993.0,3434.0,2,L,2452811,2452991,182,1316.3,671.4,3521,right
62,1,binary,2,2,trial,2450559.0,2453993.0,3434.0,2,L,2453045,2453111,68,749.7,595.6,3684,NA
62,1,binary,2,2,trial,2450559.0,2453993.0,3434.0,2,L,2453141,2453359,220,573.9,578.6,3774,left
62,1,binary,2,2,trial,2450559.0,2453993.0,3434.0,2,L,2453383,2453609,228,510.1,503.9,3685,left
62,1,binary,2,2,trial,2450559.0,2453993.0,3434.0,2,L,2453623,2454223,602,530.6,456.8,3536,left
