participantNo,block,task,blockTrial,response,trialStage,trialStartTime,trialFinishTime,rt,trial,eye,fixStart,fixEnd,fixLength,fixPosX,fixPosY,dilation,aoi
68,1,binary,1,1,trial,21263467.0,21266318.0,2851.0,1,L,21262882,21263622,742,968.3,532.0,5475,NA
68,1,binary,1,1,trial,21263467.0,21266318.0,2851.0,1,L,21263670,21263858,190,526.8,495.7,5365,left
68,1,binary,1,1,trial,21263467.0,21266318.0,2851.0,1,L,21263918,21264094,178,907.1,972.7,5143,likertHorizontal
68,1,binary,1,1,trial,21263467.0,21266318.0,2851.0,1,L,21264150,21264220,72,473.9,1013.0,4939,NA
68,1,binary,1,1,trial,21263467.0,21266318.0,2851.0,1,L,21264234,21264278,46,473.1,1042.1,4909,NA
68,1,binary,1,1,trial,21263467.0,21266318.0,2851.0,1,L,21264300,21264398,100,471.9,1043.4,4906,NA
68,1,binary,1,1,trial,21263467.0,21266318.0,2851.0,1,L,21264484,21264660,178,1437.3,958.0,4863,NA
68,1,binary,1,1,trial,21263467.0,21266318.0,2851.0,1,L,21264728,21264972,246,1462.0,492.8,4720,right
68,1,binary,1,1,trial,21263467.0,21266318.0,2851.0,1,L,21265050,21265316,268,450.0,508.4,4742,left
68,1,binary,1,1,trial,21263467.0,21266318.0,2851.0,1,L,21265342,21265496,156,477.3,453.4,4622,left
68,1,binary,1,1,trial,21263467.0,21266318.0,2851.0,1,L,21265570,21265990,422,1444.0,521.1,4453,right
68,1,binary,1,1,trial,21263467.0,21266318.0,2851.0,1,L,21266064,21266258,196,509.5,503.2,4722,left
68,1,binary,1,1,postResponse,21263467.0,21266318.0,2851.0,1,L,21266306,21266688,384,463.0,963.5,4764,NA
68,1,binary,2,2,fixationCross,21267418.0,21269102.0,1684.0,2,L,21266800,21267112,314,768.4,508.4,4910,NA
68,1,binary,2,2,trial,21267418.0,21269102.0,1684.0,2,L,21267154,21267592,440,957.3,559.1,5133,NA
68,1,binary,2,2,trial,21267418.0,21269102.0,1684.0,2,L,21267636,21267834,200,559.6,532.7,5259,left
68,1,binary,2,2,trial,21267418.0,21269102.0,1684.0,2,L,21267918,21268146,230,1486.4,525.9,4846,right
68,1,binary,2,2,trial,21267418.0,21269102.0,1684.0,2,L,21268210,21268376,168,1448.8,1057.3,4769,NA
68,1,binary,2,2,trial,21267418.0,21269102.0,1684.0,2,L,21268432,21268804,374,1481.1,565.2,4828,right
68,1,binary,2,2,trial,21267418.0,21269102.0,1684.0,2,L,21268844,21268994,152,1479.1,858.8,5041,NA
68,1,binary,2,2,trial,21267418.0,21269102.0,1684.0,2,L,21269030,21269376,348,1424.8,960.0,5254,NA
68,1,binary,3,1,fixationCross,21270051.0,21271802.0,1751.0,3,L,21269552,21269910,360,972.2,455.5,5250,NA
68,1,binary,3,1,trial,21270051.0,21271802.0,1751.0,3,L,21269936,21270216,282,932.5,540.4,5090,NA
68,1,binary,3,1,trial,21270051.0,21271802.0,1751.0,3,L,21270258,21270548,292,540.3,551.2,5108,left
68,1,binary,3,1,trial,21270051.0,21271802.0,1751.0,3,L,21270628,21270944,318,1455.0,555.3,4744,right
68,1,binary,3,1,trial,21270051.0,21271802.0,1751.0,3,L,21271014,21271408,396,496.1,527.6,4737,left
68,1,binary,3,1,trial,21270051.0,21271802.0,1751.0,3,L,21271430,21271758,330,423.3,559.4,4635,left
68,1,binary,3,1,postResponse,21270051.0,21271802.0,1751.0,3,L,21271778,21272124,348,496.7,509.0,4615,left
68,1,binary,4,2,fixationCross,21272817.0,21275218.0,2401.0,4,L,21272214,21272502,290,902.3,499.2,4665,NA
68,1,binary,4,2,fixationCross,21272817.0,21275218.0,2401.0,4,L,21272540,21272666,128,1163.4,524.9,4841,NA
68,1,binary,4,2,trial,21272817.0,21275218.0,2401.0,4,L,21272702,21272988,288,997.9,552.7,5049,NA
68,1,binary,4,2,trial,21272817.0,21275218.0,2401.0,4,L,21273054,21273270,218,1446.8,550.1,4958,right
68,1,binary,4,2,trial,21272817.0,21275218.0,2401.0,4,L,21273292,21273388,98,1429.9,525.4,4702,right
68,1,binary,4,2,trial,21272817.0,21275218.0,2401.0,4,L,21273462,21273954,494,469.0,562.4,4669,left
68,1,binary,4,2,trial,21272817.0,21275218.0,2401.0,4,L,21274034,21274280,248,1479.0,514.4,4363,right
68,1,binary,4,2,postResponse,21272817.0,21275218.0,2401.0,4,L,21274304,21275576,1274,1445.2,520.9,4611,right
68,1,binary,5,1,fixationCross,21276251.0,21279252.0,3001.0,5,L,21275652,21275708,58,1427.6,513.1,4792,right
68,1,binary,5,1,fixationCross,21276251.0,21279252.0,3001.0,5,L,21275736,21275936,202,1174.3,471.6,4868,NA
68,1,binary,5,1,fixationCross,21276251.0,21279252.0,3001.0,5,L,21275964,21276114,152,964.8,478.4,4947,NA
68,1,binary,5,1,trial,21276251.0,21279252.0,3001.0,5,L,21276136,21276382,248,943.2,520.5,4959,NA
68,1,binary,5,1,trial,21276251.0,21279252.0,3001.0,5,L,21276426,21276516,92,547.0,521.2,5018,left
68,1,binary,5,1,trial,21276251.0,21279252.0,3001.0,5,L,21276636,21276808,174,429.1,554.2,4937,left
68,1,binary,5,1,trial,21276251.0,21279252.0,3001.0,5,L,21276828,21277004,178,472.3,503.7,4833,left
68,1,binary,5,1,trial,21276251.0,21279252.0,3001.0,5,L,21277080,21277336,258,1492.7,514.5,4563,right
68,1,binary,5,1,trial,21276251.0,21279252.0,3001.0,5,L,21277352,21277622,272,1454.8,540.7,4513,right
68,1,binary,5,1,trial,21276251.0,21279252.0,3001.0,5,L,21277694,21277886,194,468.9,514.5,4697,left
68,1,binary,5,1,trial,21276251.0,21279252.0,3001.0,5,L,21277908,21278264,358,388.9,505.2,4605,left
68,1,binary,5,1,trial,21276251.0,21279252.0,3001.0,5,L,21278288,21279202,916,358.3,603.7,4765,left
68,1,binary,5,1,postResponse,21276251.0,21279252.0,3001.0,5,L,21279228,21279590,364,508.1,578.3,5090,left
68,1,binary,6,2,fixationCross,21280168.0,21283935.0,3767.0,6,L,21279690,21280042,354,942.1,451.1,4946,NA
68,1,binary,6,2,trial,21280168.0,21283935.0,3767.0,6,L,21280066,21280354,290,977.2,526.7,5001,NA
68,1,binary,6,2,trial,21280168.0,21283935.0,3767.0,6,L,21280398,21280588,192,613.1,534.7,5100,left
68,1,binary,6,2,trial,21280168.0,21283935.0,3767.0,6,L,21280666,21281060,396,1411.0,540.8,4763,right
68,1,binary,6,2,trial,21280168.0,21283935.0,3767.0,6,L,21281070,21281244,176,1410.7,522.1,4629,right
68,1,binary,6,2,trial,21280168.0,21283935.0,3767.0,6,L,21281322,21281730,410,485.1,493.3,4669,left
68,1,binary,6,2,trial,21280168.0,21283935.0,3767.0,6,L,21281804,21282068,266,1405.3,552.1,4401,right
68,1,binary,6,2,trial,21280168.0,21283935.0,3767.0,6,L,21282086,21282400,316,1446.3,518.7,4439,right
68,1,binary,6,2,trial,21280168.0,21283935.0,3767.0,6,L,21282474,21282906,434,463.7,511.9,4661,left
68,1,binary,6,2,trial,21280168.0,21283935.0,3767.0,6,L,21282928,21283138,212,391.2,558.2,4536,left
68,1,binary,6,2,trial,21280168.0,21283935.0,3767.0,6,L,21283224,21283822,600,1399.8,537.3,4488,right
68,1,binary,6,2,trial,21280168.0,21283935.0,3767.0,6,L,21283882,21284220,340,1438.9,1019.4,4779,NA
68,1,binary,7,2,fixationCross,21285001.0,21291551.0,6550.0,7,L,21284368,21284624,258,1042.2,455.8,4855,NA
68,1,binary,7,2,trial,21285001.0,21291551.0,6550.0,7,L,21284774,21285152,380,938.9,490.9,4886,NA
68,1,binary,7,2,trial,21285001.0,21291551.0,6550.0,7,L,21285198,21285440,244,537.9,488.3,5033,left
68,1,binary,7,2,trial,21285001.0,21291551.0,6550.0,7,L,21285512,21285760,250,1439.4,487.6,4520,right
68,1,binary,7,2,trial,21285001.0,21291551.0,6550.0,7,L,21285782,21286104,324,1519.5,465.3,4341,right
68,1,binary,7,2,trial,21285001.0,21291551.0,6550.0,7,L,21286136,21286276,142,1535.1,614.8,4435,right
68,1,binary,7,2,trial,21285001.0,21291551.0,6550.0,7,L,21286358,21286598,242,487.3,538.8,4663,left
68,1,binary,7,2,trial,21285001.0,21291551.0,6550.0,7,L,21286616,21286902,288,544.2,518.4,4622,left
68,1,binary,7,2,trial,21285001.0,21291551.0,6550.0,7,L,21286922,21287150,230,476.3,516.4,4535,left
68,1,binary,7,2,trial,21285001.0,21291551.0,6550.0,7,L,21287228,21287448,222,1421.8,517.8,4431,right
68,1,binary,7,2,trial,21285001.0,21291551.0,6550.0,7,L,21287470,21287772,304,1351.9,495.5,4413,right
68,1,binary,7,2,trial,21285001.0,21291551.0,6550.0,7,L,21287802,21287964,164,1487.9,598.5,4503,right
68,1,binary,7,2,trial,21285001.0,21291551.0,6550.0,7,L,21287980,21288266,288,1523.9,613.6,4565,right
68,1,binary,7,2,trial,21285001.0,21291551.0,6550.0,7,L,21288340,21288578,240,494.5,555.5,4858,left
68,1,binary,7,2,trial,21285001.0,21291551.0,6550.0,7,L,21288594,21288962,370,475.3,524.5,4758,left
68,1,binary,7,2,trial,21285001.0,21291551.0,6550.0,7,L,21289000,21289186,188,351.1,439.1,4525,left
68,1,binary,7,2,trial,21285001.0,21291551.0,6550.0,7,L,21289198,21289458,262,315.4,425.0,4533,left
68,1,binary,7,2,trial,21285001.0,21291551.0,6550.0,7,L,21289492,21289652,162,509.9,536.9,4624,left
68,1,binary,7,2,trial,21285001.0,21291551.0,6550.0,7,L,21289668,21289924,258,467.8,534.5,4730,left
68,1,binary,7,2,trial,21285001.0,21291551.0,6550.0,7,L,21289950,21290100,152,395.1,602.3,4859,left
68,1,binary,7,2,trial,21285001.0,21291551.0,6550.0,7,L,21290180,21290472,294,1455.9,498.4,4885,right
68,1,binary,7,2,trial,21285001.0,21291551.0,6550.0,7,L,21290498,21290776,280,1343.4,501.5,4819,right
68,1,binary,7,2,trial,21285001.0,21291551.0,6550.0,7,L,21290818,21291004,188,1527.4,570.0,4822,right
68,1,binary,7,2,trial,21285001.0,21291551.0,6550.0,7,L,21291024,21291240,218,1506.2,611.1,4867,right
68,1,binary,7,2,trial,21285001.0,21291551.0,6550.0,7,L,21291248,21291570,324,1528.0,605.8,4822,right
68,1,binary,7,2,postResponse,21285001.0,21291551.0,6550.0,7,L,21291596,21291886,292,1400.9,533.0,4684,right
68,1,binary,8,1,fixationCross,21292585.0,21294384.0,1799.0,8,L,21291998,21292170,174,1023.7,460.1,4683,NA
68,1,binary,8,1,trial,21292585.0,21294384.0,1799.0,8,L,21292370,21292588,220,937.5,472.1,4740,NA
68,1,binary,8,1,trial,21292585.0,21294384.0,1799.0,8,L,21292612,21292774,164,972.5,553.2,4864,NA
68,1,binary,8,1,trial,21292585.0,21294384.0,1799.0,8,L,21292828,21293084,258,501.2,533.0,4928,left
68,1,binary,8,1,trial,21292585.0,21294384.0,1799.0,8,L,21293158,21293384,228,1422.2,497.0,4495,right
68,1,binary,8,1,trial,21292585.0,21294384.0,1799.0,8,L,21293408,21293746,340,1420.5,582.0,4415,right
68,1,binary,8,1,trial,21292585.0,21294384.0,1799.0,8,L,21293824,21294236,414,495.8,566.9,4852,left
68,1,binary,8,1,postResponse,21292585.0,21294384.0,1799.0,8,L,21294284,21294714,432,475.5,985.0,4715,NA
68,1,binary,9,2,fixationCross,21295485.0,21296668.0,1183.0,9,L,21294820,21295176,358,925.3,777.7,4822,likertHorizontal
68,1,binary,9,2,trial,21295485.0,21296668.0,1183.0,9,L,21295220,21295628,410,983.0,516.2,4952,NA
68,1,binary,9,2,trial,21295485.0,21296668.0,1183.0,9,L,21295686,21295904,220,485.3,495.3,5109,left
68,1,binary,9,2,trial,21295485.0,21296668.0,1183.0,9,L,21295990,21296612,624,1441.8,546.3,4630,right
68,1,binary,9,2,trial,21295485.0,21296668.0,1183.0,9,L,21296662,21296892,232,1468.0,971.0,4791,NA
68,1,binary,10,2,fixationCross,21297701.0,21304185.0,6484.0,10,L,21297076,21297394,320,894.3,378.4,4943,NA
68,1,binary,10,2,trial,21297701.0,21304185.0,6484.0,10,L,21297426,21297850,426,953.8,524.4,5025,NA
68,1,binary,10,2,trial,21297701.0,21304185.0,6484.0,10,L,21297904,21298226,324,531.4,530.2,4931,left
68,1,binary,10,2,trial,21297701.0,21304185.0,6484.0,10,L,21298298,21298842,546,1441.1,479.9,4481,right
68,1,binary,10,2,trial,21297701.0,21304185.0,6484.0,10,L,21298924,21299248,326,498.9,544.8,4658,left
68,1,binary,10,2,trial,21297701.0,21304185.0,6484.0,10,L,21299272,21299690,420,622.3,545.4,4684,left
68,1,binary,10,2,trial,21297701.0,21304185.0,6484.0,10,L,21299714,21299980,268,577.6,458.6,4664,left
68,1,binary,10,2,trial,21297701.0,21304185.0,6484.0,10,L,21300008,21300188,182,568.4,565.5,4699,left
68,1,binary,10,2,trial,21297701.0,21304185.0,6484.0,10,L,21300262,21300450,190,1409.2,748.0,4656,NA
68,1,binary,10,2,trial,21297701.0,21304185.0,6484.0,10,L,21300494,21300744,252,1432.6,512.0,4555,right
68,1,binary,10,2,trial,21297701.0,21304185.0,6484.0,10,L,21300772,21301122,352,1467.3,403.0,4339,right
68,1,binary,10,2,trial,21297701.0,21304185.0,6484.0,10,L,21301196,21301470,276,521.8,515.2,4370,left
68,1,binary,10,2,trial,21297701.0,21304185.0,6484.0,10,L,21301494,21301950,458,607.2,565.1,4453,left
