participantNo,block,task,blockTrial,response,trialStage,trialStartTime,trialFinishTime,rt,trial,eye,fixStart,fixEnd,fixLength,fixPosX,fixPosY,dilation,aoi
29,1,continuous,1,50,fixationCross,18392418.0,18393968.0,1550.0,1,R,18391830,18391986,158,833.7,602.3,3062,NA
29,1,continuous,1,50,fixationCross,18392418.0,18393968.0,1550.0,1,R,18392008,18392272,266,906.7,610.0,3044,NA
29,1,continuous,1,50,trial,18392418.0,18393968.0,1550.0,1,R,18392300,18392450,152,971.5,537.9,3090,NA
29,1,continuous,1,50,trial,18392418.0,18393968.0,1550.0,1,R,18392464,18392768,306,951.3,556.3,3092,NA
29,1,continuous,1,50,trial,18392418.0,18393968.0,1550.0,1,R,18392818,18393040,224,1434.3,552.9,2909,right
29,1,continuous,1,50,trial,18392418.0,18393968.0,1550.0,1,R,18393064,18393248,186,1493.8,483.8,2838,right
29,1,continuous,1,50,trial,18392418.0,18393968.0,1550.0,1,R,18393268,18393442,176,1568.1,519.0,2863,right
29,1,continuous,1,50,trial,18392418.0,18393968.0,1550.0,1,R,18393516,18393972,458,550.2,547.5,2935,left
29,1,continuous,1,50,postResponse,18392418.0,18393968.0,1550.0,1,R,18393988,18394304,318,570.2,522.8,2901,left
29,1,continuous,2,53,fixationCross,18395567.0,18399784.0,4217.0,2,R,18394414,18394530,118,731.2,515.3,2775,left
29,1,continuous,2,53,fixationCross,18395567.0,18399784.0,4217.0,2,R,18394556,18395246,692,834.1,582.8,3043,NA
29,1,continuous,2,53,trial,18395567.0,18399784.0,4217.0,2,R,18395274,18395732,460,958.6,557.2,3235,NA
29,1,continuous,2,53,trial,18395567.0,18399784.0,4217.0,2,R,18395768,18395962,196,642.3,519.4,3193,left
29,1,continuous,2,53,trial,18395567.0,18399784.0,4217.0,2,R,18396026,18396194,170,716.1,986.0,2973,NA
29,1,continuous,2,53,trial,18395567.0,18399784.0,4217.0,2,R,18396222,18396444,224,523.6,1010.5,3006,NA
29,1,continuous,2,53,trial,18395567.0,18399784.0,4217.0,2,R,18396496,18396720,226,571.3,550.3,3007,left
29,1,continuous,2,53,trial,18395567.0,18399784.0,4217.0,2,R,18396738,18396910,174,549.7,508.7,2970,left
29,1,continuous,2,53,trial,18395567.0,18399784.0,4217.0,2,R,18396922,18396972,52,528.0,492.8,2967,left
29,1,continuous,2,53,trial,18395567.0,18399784.0,4217.0,2,R,18397042,18397266,226,1416.2,542.0,2964,right
29,1,continuous,2,53,trial,18395567.0,18399784.0,4217.0,2,R,18397288,18397576,290,1479.1,598.9,2998,right
29,1,continuous,2,53,trial,18395567.0,18399784.0,4217.0,2,R,18397610,18397822,214,1380.8,463.9,3065,right
29,1,continuous,2,53,trial,18395567.0,18399784.0,4217.0,2,R,18397866,18398040,176,1439.0,747.7,3040,NA
29,1,continuous,2,53,trial,18395567.0,18399784.0,4217.0,2,R,18398078,18398264,188,1263.4,950.2,3051,NA
29,1,continuous,2,53,trial,18395567.0,18399784.0,4217.0,2,R,18398332,18398546,216,541.9,555.6,3118,left
29,1,continuous,2,53,trial,18395567.0,18399784.0,4217.0,2,R,18398568,18398698,132,570.4,553.6,3106,left
29,1,continuous,2,53,trial,18395567.0,18399784.0,4217.0,2,R,18398728,18399126,400,517.1,647.0,3019,left
29,1,continuous,2,53,trial,18395567.0,18399784.0,4217.0,2,R,18399176,18399328,154,877.0,823.6,2934,likertHorizontal
29,1,continuous,2,53,trial,18395567.0,18399784.0,4217.0,2,R,18399354,18399692,340,972.5,910.1,2901,likertHorizontal
29,1,continuous,2,53,trial,18395567.0,18399784.0,4217.0,2,R,18399708,18399866,160,931.6,889.8,2944,likertHorizontal
29,1,continuous,2,53,trial,18395567.0,18399784.0,4217.0,2,R,18399890,18400092,204,1008.8,971.6,2958,likertHorizontal
29,1,continuous,3,63,fixationCross,18400885.0,18402568.0,1683.0,3,R,18400206,18400566,362,873.0,677.7,3053,NA
29,1,continuous,3,63,trial,18400885.0,18402568.0,1683.0,3,R,18400600,18401048,450,959.8,553.2,3148,NA
29,1,continuous,3,63,trial,18400885.0,18402568.0,1683.0,3,R,18401092,18401300,210,563.9,471.9,3064,left
29,1,continuous,3,63,trial,18400885.0,18402568.0,1683.0,3,R,18401316,18401432,118,535.0,494.3,2870,left
29,1,continuous,3,63,trial,18400885.0,18402568.0,1683.0,3,R,18401498,18401684,188,1356.8,499.9,2779,right
29,1,continuous,3,63,trial,18400885.0,18402568.0,1683.0,3,R,18401710,18401918,210,1438.4,537.0,2729,right
29,1,continuous,3,63,trial,18400885.0,18402568.0,1683.0,3,R,18401934,18402276,344,1483.3,513.0,2738,right
29,1,continuous,3,63,trial,18400885.0,18402568.0,1683.0,3,R,18402298,18402618,322,1400.3,516.5,2750,right
29,1,continuous,3,63,postResponse,18400885.0,18402568.0,1683.0,3,R,18402674,18402908,236,1152.2,931.5,2760,likertHorizontal
29,1,continuous,4,1,fixationCross,18403668.0,18406185.0,2517.0,4,R,18402988,18403210,224,926.1,818.9,2808,likertHorizontal
29,1,continuous,4,1,fixationCross,18403668.0,18406185.0,2517.0,4,R,18403252,18403366,116,825.3,729.2,2942,NA
29,1,continuous,4,1,trial,18403668.0,18406185.0,2517.0,4,R,18403406,18403852,448,960.3,551.1,2982,NA
29,1,continuous,4,1,trial,18403668.0,18406185.0,2517.0,4,R,18403894,18404164,272,598.0,568.3,2851,left
29,1,continuous,4,1,trial,18403668.0,18406185.0,2517.0,4,R,18404184,18404288,106,518.9,569.3,2680,left
29,1,continuous,4,1,trial,18403668.0,18406185.0,2517.0,4,R,18404310,18404588,280,399.2,602.4,2649,left
29,1,continuous,4,1,trial,18403668.0,18406185.0,2517.0,4,R,18404662,18404898,238,1405.4,554.6,2612,right
29,1,continuous,4,1,trial,18403668.0,18406185.0,2517.0,4,R,18404928,18405198,272,1555.8,496.8,2674,right
29,1,continuous,4,1,trial,18403668.0,18406185.0,2517.0,4,R,18405292,18405384,94,743.9,816.9,2798,likertHorizontal
29,1,continuous,4,1,trial,18403668.0,18406185.0,2517.0,4,R,18405422,18405568,148,640.8,995.1,2884,NA
29,1,continuous,4,1,trial,18403668.0,18406185.0,2517.0,4,R,18405584,18405784,202,657.3,981.9,2894,NA
29,1,continuous,4,1,trial,18403668.0,18406185.0,2517.0,4,R,18405844,18406020,178,451.9,653.9,2883,left
29,1,continuous,4,1,trial,18403668.0,18406185.0,2517.0,4,R,18406038,18406224,188,426.3,618.8,2881,left
29,1,continuous,4,1,trial,18403668.0,18406185.0,2517.0,4,R,18406234,18406492,260,401.8,614.8,2843,left
29,1,continuous,5,23,fixationCross,18407335.0,18410185.0,2850.0,5,R,18406642,18406722,82,661.3,587.7,2800,left
29,1,continuous,5,23,fixationCross,18407335.0,18410185.0,2850.0,5,R,18406746,18407012,268,752.8,596.5,2842,NA
29,1,continuous,5,23,fixationCross,18407335.0,18410185.0,2850.0,5,R,18407044,18407182,140,978.4,554.7,3003,NA
29,1,continuous,5,23,trial,18407335.0,18410185.0,2850.0,5,R,18407192,18407522,332,964.9,564.9,3082,NA
29,1,continuous,5,23,trial,18407335.0,18410185.0,2850.0,5,R,18407570,18407904,336,535.4,606.5,2996,left
29,1,continuous,5,23,trial,18407335.0,18410185.0,2850.0,5,R,18407974,18408208,236,1371.3,472.2,2867,right
29,1,continuous,5,23,trial,18407335.0,18410185.0,2850.0,5,R,18408224,18408872,650,1370.7,444.2,2855,right
29,1,continuous,5,23,trial,18407335.0,18410185.0,2850.0,5,R,18408940,18409076,138,1014.7,852.5,2756,likertHorizontal
29,1,continuous,5,23,trial,18407335.0,18410185.0,2850.0,5,R,18409100,18409306,208,1059.6,952.4,2780,likertHorizontal
29,1,continuous,5,23,trial,18407335.0,18410185.0,2850.0,5,R,18409332,18409514,184,908.3,957.8,2793,likertHorizontal
29,1,continuous,5,23,trial,18407335.0,18410185.0,2850.0,5,R,18409532,18409796,266,795.2,969.3,2877,likertHorizontal
29,1,continuous,5,23,trial,18407335.0,18410185.0,2850.0,5,R,18409836,18410006,172,514.1,995.0,3036,NA
29,1,continuous,5,23,trial,18407335.0,18410185.0,2850.0,5,R,18410034,18410232,200,661.0,972.6,3033,NA
29,1,continuous,5,23,postResponse,18407335.0,18410185.0,2850.0,5,R,18410286,18410524,240,570.7,569.3,2946,left
29,1,continuous,6,1,fixationCross,18411285.0,18413718.0,2433.0,6,R,18410600,18410762,164,658.5,554.4,2962,left
29,1,continuous,6,1,fixationCross,18411285.0,18413718.0,2433.0,6,R,18410786,18410972,188,756.9,569.8,3001,NA
29,1,continuous,6,1,trial,18411285.0,18413718.0,2433.0,6,R,18411006,18411458,454,963.1,551.0,3050,NA
29,1,continuous,6,1,trial,18411285.0,18413718.0,2433.0,6,R,18411502,18411854,354,581.7,580.0,2912,left
29,1,continuous,6,1,trial,18411285.0,18413718.0,2433.0,6,R,18411876,18411978,104,513.9,563.9,2757,left
29,1,continuous,6,1,trial,18411285.0,18413718.0,2433.0,6,R,18412046,18412232,188,1434.4,476.7,2690,right
29,1,continuous,6,1,trial,18411285.0,18413718.0,2433.0,6,R,18412254,18412484,232,1543.3,474.2,2650,right
29,1,continuous,6,1,trial,18411285.0,18413718.0,2433.0,6,R,18412510,18412668,160,1384.8,467.4,2746,right
29,1,continuous,6,1,trial,18411285.0,18413718.0,2433.0,6,R,18412740,18413218,480,535.3,551.9,2861,left
29,1,continuous,6,1,trial,18411285.0,18413718.0,2433.0,6,R,18413242,18413552,312,433.2,552.7,2817,left
29,1,continuous,6,1,trial,18411285.0,18413718.0,2433.0,6,R,18413600,18413714,116,528.1,833.9,2778,NA
29,1,continuous,6,1,postResponse,18411285.0,18413718.0,2433.0,6,R,18413736,18414052,318,510.5,955.8,2809,NA
29,1,continuous,7,22,fixationCross,18414818.0,18418569.0,3751.0,7,R,18414128,18414514,388,927.3,682.9,2805,NA
29,1,continuous,7,22,fixationCross,18414818.0,18418569.0,3751.0,7,R,18414550,18414690,142,943.9,544.8,2948,NA
29,1,continuous,7,22,trial,18414818.0,18418569.0,3751.0,7,R,18414704,18414984,282,964.9,552.9,2974,NA
29,1,continuous,7,22,trial,18414818.0,18418569.0,3751.0,7,R,18415032,18415220,190,500.8,553.6,2957,left
29,1,continuous,7,22,trial,18414818.0,18418569.0,3751.0,7,R,18415242,18415318,78,481.2,597.1,2816,left
29,1,continuous,7,22,trial,18414818.0,18418569.0,3751.0,7,R,18415394,18415790,398,1470.3,495.5,2701,right
29,1,continuous,7,22,trial,18414818.0,18418569.0,3751.0,7,R,18415850,18416016,168,1492.0,1000.8,2791,NA
29,1,continuous,7,22,trial,18414818.0,18418569.0,3751.0,7,R,18416028,18416210,184,1448.2,1009.1,2850,NA
29,1,continuous,7,22,trial,18414818.0,18418569.0,3751.0,7,R,18416280,18416568,290,673.4,932.2,2945,NA
29,1,continuous,7,22,trial,18414818.0,18418569.0,3751.0,7,R,18416600,18416740,142,870.8,949.3,2921,likertHorizontal
29,1,continuous,7,22,trial,18414818.0,18418569.0,3751.0,7,R,18416794,18416960,168,596.8,768.7,2983,NA
29,1,continuous,7,22,trial,18414818.0,18418569.0,3751.0,7,R,18416986,18417178,194,476.2,680.1,3000,left
29,1,continuous,7,22,trial,18414818.0,18418569.0,3751.0,7,R,18417232,18417730,500,811.8,991.1,2930,likertHorizontal
29,1,continuous,7,22,trial,18414818.0,18418569.0,3751.0,7,R,18417752,18417970,220,897.5,975.4,2885,likertHorizontal
29,1,continuous,7,22,trial,18414818.0,18418569.0,3751.0,7,R,18417992,18418296,306,800.4,983.9,2909,likertHorizontal
29,1,continuous,7,22,trial,18414818.0,18418569.0,3751.0,7,R,18418320,18418534,216,579.5,994.9,3006,NA
29,1,continuous,7,22,trial,18414818.0,18418569.0,3751.0,7,R,18418552,18418874,324,619.5,984.8,3021,NA
29,1,continuous,8,85,fixationCross,18419468.0,18422035.0,2567.0,8,R,18418978,18419038,62,697.8,948.4,2983,NA
29,1,continuous,8,85,fixationCross,18419468.0,18422035.0,2567.0,8,R,18419086,18419380,296,961.0,632.6,2953,NA
29,1,continuous,8,85,trial,18419468.0,18422035.0,2567.0,8,R,18419404,18419636,234,956.1,566.2,3015,NA
29,1,continuous,8,85,trial,18419468.0,18422035.0,2567.0,8,R,18419682,18419898,218,525.1,543.3,2989,left
29,1,continuous,8,85,trial,18419468.0,18422035.0,2567.0,8,R,18419922,18420096,176,531.9,605.3,2819,left
29,1,continuous,8,85,trial,18419468.0,18422035.0,2567.0,8,R,18420118,18420220,104,479.4,675.1,2755,left
29,1,continuous,8,85,trial,18419468.0,18422035.0,2567.0,8,R,18420290,18420414,126,1431.4,471.6,2642,right
29,1,continuous,8,85,trial,18419468.0,18422035.0,2567.0,8,R,18420564,18420676,114,1424.7,441.2,2627,right
29,1,continuous,8,85,trial,18419468.0,18422035.0,2567.0,8,R,18420698,18421228,532,1443.7,392.1,2704,right
29,1,continuous,8,85,trial,18419468.0,18422035.0,2567.0,8,R,18421298,18421456,160,1409.0,956.4,2742,NA
29,1,continuous,8,85,trial,18419468.0,18422035.0,2567.0,8,R,18421476,18421814,340,1323.3,988.8,2757,NA
29,1,continuous,8,85,trial,18419468.0,18422035.0,2567.0,8,R,18421886,18422094,210,584.7,592.9,2789,left
29,1,continuous,8,85,postResponse,18419468.0,18422035.0,2567.0,8,R,18422112,18422370,260,541.2,590.1,2802,left
29,1,continuous,9,48,fixationCross,18423135.0,18425769.0,2634.0,9,R,18422444,18422660,218,682.0,549.7,2781,left
29,1,continuous,9,48,fixationCross,18423135.0,18425769.0,2634.0,9,R,18422680,18422834,156,750.2,567.3,2785,NA
29,1,continuous,9,48,fixationCross,18423135.0,18425769.0,2634.0,9,R,18422866,18422990,126,928.7,548.4,2871,NA
29,1,continuous,9,48,trial,18423135.0,18425769.0,2634.0,9,R,18423004,18423148,146,966.9,551.7,2904,NA
29,1,continuous,9,48,trial,18423135.0,18425769.0,2634.0,9,R,18423158,18423298,142,950.5,552.8,2953,NA
29,1,continuous,9,48,trial,18423135.0,18425769.0,2634.0,9,R,18423342,18423640,300,589.0,560.3,2938,left
29,1,continuous,9,48,trial,18423135.0,18425769.0,2634.0,9,R,18423714,18423982,270,1533.7,429.3,2753,right
29,1,continuous,9,48,trial,18423135.0,18425769.0,2634.0,9,R,18423998,18424338,342,1578.1,442.5,2783,right
29,1,continuous,9,48,trial,18423135.0,18425769.0,2634.0,9,R,18424412,18424638,228,612.8,563.3,2894,left
29,1,continuous,9,48,trial,18423135.0,18425769.0,2634.0,9,R,18424664,18424908,246,704.0,573.1,2840,left
29,1,continuous,9,48,trial,18423135.0,18425769.0,2634.0,9,R,18424958,18425240,284,950.8,858.7,2743,likertHorizontal
29,1,continuous,9,48,trial,18423135.0,18425769.0,2634.0,9,R,18425266,18425472,208,946.6,956.5,2797,likertHorizontal
29,1,continuous,9,48,trial,18423135.0,18425769.0,2634.0,9,R,18425538,18425630,94,1505.0,526.2,2947,right
29,1,continuous,9,48,trial,18423135.0,18425769.0,2634.0,9,R,18425652,18425774,124,1532.8,462.8,2952,right
29,1,continuous,9,48,trial,18423135.0,18425769.0,2634.0,9,R,18425790,18426058,270,1585.2,449.9,2935,right
29,1,continuous,10,1,fixationCross,18426652.0,18429935.0,3283.0,10,R,18426172,18426376,206,1077.9,523.3,2990,NA
29,1,continuous,10,1,fixationCross,18426652.0,18429935.0,3283.0,10,R,18426400,18426584,186,993.9,530.8,3012,NA
29,1,continuous,10,1,trial,18426652.0,18429935.0,3283.0,10,R,18426606,18426728,124,956.6,568.2,3052,NA
29,1,continuous,10,1,trial,18426652.0,18429935.0,3283.0,10,R,18426738,18426828,92,977.3,565.2,3070,NA
29,1,continuous,10,1,trial,18426652.0,18429935.0,3283.0,10,R,18426890,18427060,172,531.8,561.8,3016,left
29,1,continuous,10,1,trial,18426652.0,18429935.0,3283.0,10,R,18427088,18427308,222,489.7,476.6,2774,left
29,1,continuous,10,1,trial,18426652.0,18429935.0,3283.0,10,R,18427334,18427712,380,440.4,578.8,2676,left
29,1,continuous,10,1,trial,18426652.0,18429935.0,3283.0,10,R,18427756,18427916,162,525.3,792.2,2767,NA
29,1,continuous,10,1,trial,18426652.0,18429935.0,3283.0,10,R,18427948,18428058,112,506.0,967.7,2873,NA
29,1,continuous,10,1,trial,18426652.0,18429935.0,3283.0,10,R,18428134,18428332,200,1388.2,609.9,2885,right
29,1,continuous,10,1,trial,18426652.0,18429935.0,3283.0,10,R,18428362,18428562,202,1494.4,552.1,2913,right
29,1,continuous,10,1,trial,18426652.0,18429935.0,3283.0,10,R,18428584,18428922,340,1415.4,586.3,2924,right
29,1,continuous,10,1,trial,18426652.0,18429935.0,3283.0,10,R,18429004,18429110,108,655.9,954.6,2989,NA
29,1,continuous,10,1,trial,18426652.0,18429935.0,3283.0,10,R,18429138,18429376,240,512.1,978.1,3002,NA
29,1,continuous,10,1,trial,18426652.0,18429935.0,3283.0,10,R,18429424,18429694,272,467.7,635.2,2946,left
29,1,continuous,10,1,trial,18426652.0,18429935.0,3283.0,10,R,18429746,18430024,280,498.1,972.1,2954,NA
29,1,continuous,10,1,postResponse,18426652.0,18429935.0,3283.0,10,R,18430076,18430270,196,548.9,691.7,2925,left
29,1,continuous,11,40,fixationCross,18431018.0,18434469.0,3451.0,11,R,18430344,18430548,206,634.5,662.2,2952,left
29,1,continuous,11,40,fixationCross,18431018.0,18434469.0,3451.0,11,R,18430572,18430708,138,717.1,632.0,2994,left
29,1,continuous,11,40,fixationCross,18431018.0,18434469.0,3451.0,11,R,18430744,18430886,144,976.3,547.9,3083,NA
29,1,continuous,11,40,trial,18431018.0,18434469.0,3451.0,11,R,18430898,18431220,324,959.7,553.7,3119,NA
29,1,continuous,11,40,trial,18431018.0,18434469.0,3451.0,11,R,18431276,18431426,152,568.6,608.8,3056,left
29,1,continuous,11,40,trial,18431018.0,18434469.0,3451.0,11,R,18431452,18431566,116,481.8,661.9,2870,left
29,1,continuous,11,40,trial,18431018.0,18434469.0,3451.0,11,R,18431636,18431900,266,1414.5,501.1,2727,right
29,1,continuous,11,40,trial,18431018.0,18434469.0,3451.0,11,R,18431920,18432120,202,1487.3,492.9,2671,right
29,1,continuous,11,40,trial,18431018.0,18434469.0,3451.0,11,R,18432200,18432360,162,508.2,646.3,2779,left
29,1,continuous,11,40,trial,18431018.0,18434469.0,3451.0,11,R,18432372,18432678,308,491.1,674.7,2860,left
29,1,continuous,11,40,trial,18431018.0,18434469.0,3451.0,11,R,18432700,18432912,214,530.9,612.1,2906,left
29,1,continuous,11,40,trial,18431018.0,18434469.0,3451.0,11,R,18432936,18433388,454,590.7,579.6,2854,left
29,1,continuous,11,40,trial,18431018.0,18434469.0,3451.0,11,R,18433458,18433698,242,1406.0,498.2,2895,right
29,1,continuous,11,40,trial,18431018.0,18434469.0,3451.0,11,R,18433774,18434114,342,750.1,962.8,2925,likertHorizontal
29,1,continuous,11,40,trial,18431018.0,18434469.0,3451.0,11,R,18434136,18434414,280,845.3,972.1,2930,likertHorizontal
29,1,continuous,11,40,postResponse,18431018.0,18434469.0,3451.0,11,R,18434426,18434804,380,875.3,970.7,2896,likertHorizontal
29,1,continuous,12,75,fixationCross,18435652.0,18437952.0,2300.0,12,R,18434880,18435100,222,890.3,828.1,2884,likertHorizontal
29,1,continuous,12,75,fixationCross,18435652.0,18437952.0,2300.0,12,R,18435140,18435324,186,825.8,690.4,3004,NA
29,1,continuous,12,75,trial,18435652.0,18437952.0,2300.0,12,R,18435360,18435804,446,962.1,559.5,3046,NA
29,1,continuous,12,75,trial,18435652.0,18437952.0,2300.0,12,R,18435850,18436092,244,580.9,542.5,2983,left
29,1,continuous,12,75,trial,18435652.0,18437952.0,2300.0,12,R,18436114,18436258,146,553.4,475.0,2728,left
29,1,continuous,12,75,trial,18435652.0,18437952.0,2300.0,12,R,18436272,18436472,202,554.8,445.6,2630,left
29,1,continuous,12,75,trial,18435652.0,18437952.0,2300.0,12,R,18436502,18436720,220,482.4,534.4,2577,left
29,1,continuous,12,75,trial,18435652.0,18437952.0,2300.0,12,R,18436792,18436950,160,1426.0,451.8,2603,right
29,1,continuous,12,75,trial,18435652.0,18437952.0,2300.0,12,R,18436968,18437340,374,1371.5,459.0,2644,right
29,1,continuous,12,75,trial,18435652.0,18437952.0,2300.0,12,R,18437398,18437570,174,1185.6,975.8,2694,NA
29,1,continuous,12,75,trial,18435652.0,18437952.0,2300.0,12,R,18437590,18437786,198,1225.6,992.1,2750,NA
29,1,continuous,12,75,postResponse,18435652.0,18437952.0,2300.0,12,R,18437860,18438286,428,596.1,559.2,2802,left
29,1,continuous,13,1,fixationCross,18439068.0,18441635.0,2567.0,13,R,18438388,18438592,206,607.4,561.2,2848,left
29,1,continuous,13,1,fixationCross,18439068.0,18441635.0,2567.0,13,R,18438604,18438764,162,583.5,563.4,2880,left
29,1,continuous,13,1,fixationCross,18439068.0,18441635.0,2567.0,13,R,18438808,18438942,136,935.4,541.6,2893,NA
29,1,continuous,13,1,trial,18439068.0,18441635.0,2567.0,13,R,18438956,18439244,290,963.0,548.3,2873,NA
29,1,continuous,13,1,trial,18439068.0,18441635.0,2567.0,13,R,18439288,18439862,576,503.0,562.4,2794,left
29,1,continuous,13,1,trial,18439068.0,18441635.0,2567.0,13,R,18439940,18440360,422,1463.3,527.1,2716,right
29,1,continuous,13,1,trial,18439068.0,18441635.0,2567.0,13,R,18440442,18440596,156,552.4,559.5,2734,left
29,1,continuous,13,1,trial,18439068.0,18441635.0,2567.0,13,R,18440612,18441162,552,501.4,575.3,2746,left
29,1,continuous,13,1,trial,18439068.0,18441635.0,2567.0,13,R,18441212,18441338,128,522.9,952.2,2851,NA
29,1,continuous,13,1,trial,18439068.0,18441635.0,2567.0,13,R,18441356,18441832,478,495.3,982.7,2874,NA
29,1,continuous,13,1,postResponse,18439068.0,18441635.0,2567.0,13,R,18441886,18441970,86,720.7,640.4,2883,left
29,1,continuous,14,53,fixationCross,18442752.0,18445519.0,2767.0,14,R,18442070,18442190,122,719.9,629.8,2945,left
29,1,continuous,14,53,fixationCross,18442752.0,18445519.0,2767.0,14,R,18442202,18442450,250,721.6,601.3,2983,left
29,1,continuous,14,53,fixationCross,18442752.0,18445519.0,2767.0,14,R,18442486,18442614,130,965.1,540.0,3069,NA
29,1,continuous,14,53,trial,18442752.0,18445519.0,2767.0,14,R,18442626,18442926,302,950.0,557.4,3057,NA
29,1,continuous,14,53,trial,18442752.0,18445519.0,2767.0,14,R,18442968,18443170,204,563.3,520.9,3093,left
29,1,continuous,14,53,trial,18442752.0,18445519.0,2767.0,14,R,18443236,18443510,276,1429.7,487.3,2884,right
29,1,continuous,14,53,trial,18442752.0,18445519.0,2767.0,14,R,18443530,18443928,400,1485.5,514.9,2884,right
29,1,continuous,14,53,trial,18442752.0,18445519.0,2767.0,14,R,18444000,18444338,340,575.7,481.3,2929,left
29,1,continuous,14,53,trial,18442752.0,18445519.0,2767.0,14,R,18444400,18444642,244,1208.1,459.1,2871,right
29,1,continuous,14,53,trial,18442752.0,18445519.0,2767.0,14,R,18444686,18444930,246,1074.8,855.2,2792,likertHorizontal
29,1,continuous,14,53,trial,18442752.0,18445519.0,2767.0,14,R,18444956,18445224,270,995.2,929.8,2919,likertHorizontal
29,1,continuous,14,53,trial,18442752.0,18445519.0,2767.0,14,R,18445288,18445488,202,1455.8,607.3,3057,right
29,1,continuous,14,53,trial,18442752.0,18445519.0,2767.0,14,R,18445508,18445750,244,1502.3,560.5,2967,right
29,1,continuous,15,2,fixationCross,18446402.0,18450235.0,3833.0,15,R,18446054,18446356,304,949.2,571.7,2854,NA
29,1,continuous,15,2,trial,18446402.0,18450235.0,3833.0,15,R,18446368,18446576,210,962.5,566.0,2988,NA
29,1,continuous,15,2,trial,18446402.0,18450235.0,3833.0,15,R,18446618,18446918,302,587.5,554.3,2853,left
29,1,continuous,15,2,trial,18446402.0,18450235.0,3833.0,15,R,18446942,18447272,332,460.1,527.9,2620,left
29,1,continuous,15,2,trial,18446402.0,18450235.0,3833.0,15,R,18447286,18447436,152,425.5,528.1,2591,left
29,1,continuous,15,2,trial,18446402.0,18450235.0,3833.0,15,R,18447470,18447648,180,666.5,539.4,2599,left
29,1,continuous,15,2,trial,18446402.0,18450235.0,3833.0,15,R,18447710,18447856,148,1344.8,477.5,2675,right
29,1,continuous,15,2,trial,18446402.0,18450235.0,3833.0,15,R,18447882,18448040,160,1461.8,512.4,2715,right
29,1,continuous,15,2,trial,18446402.0,18450235.0,3833.0,15,R,18448068,18448316,250,1585.8,601.1,2817,right
29,1,continuous,15,2,trial,18446402.0,18450235.0,3833.0,15,R,18448338,18448498,162,1550.6,646.2,2897,right
29,1,continuous,15,2,trial,18446402.0,18450235.0,3833.0,15,R,18448520,18448810,292,1637.1,609.0,2923,right
29,1,continuous,15,2,trial,18446402.0,18450235.0,3833.0,15,R,18448860,18448990,132,1178.9,896.6,2935,likertHorizontal
29,1,continuous,15,2,trial,18446402.0,18450235.0,3833.0,15,R,18449018,18449258,242,1048.1,941.9,2794,likertHorizontal
29,1,continuous,15,2,trial,18446402.0,18450235.0,3833.0,15,R,18449314,18449428,116,1510.2,716.8,2893,right
29,1,continuous,15,2,trial,18446402.0,18450235.0,3833.0,15,R,18449446,18449470,26,1513.1,687.8,2890,right
29,1,continuous,15,2,trial,18446402.0,18450235.0,3833.0,15,R,18449542,18449876,336,531.7,540.0,2889,left
29,1,continuous,15,2,trial,18446402.0,18450235.0,3833.0,15,R,18449900,18450180,282,417.2,530.4,2834,left
29,1,continuous,15,2,postResponse,18446402.0,18450235.0,3833.0,15,R,18450232,18450570,340,502.4,977.2,2742,NA
29,1,continuous,16,1,fixationCross,18451219.0,18456585.0,5366.0,16,R,18450674,18450680,8,1039.1,752.0,2602,likertHorizontal
