participantNo,block,task,blockTrial,response,trialStage,trialStartTime,trialFinishTime,rt,trial,eye,fixStart,fixEnd,fixLength,fixPosX,fixPosY,dilation,aoi
34,1,binary,1,1,fixationCross,16157688.0,16160871.0,3183.0,1,L,16147395,16147831,438,933.0,469.7,5123,NA
34,1,binary,1,1,fixationCross,16157688.0,16160871.0,3183.0,1,L,16147863,16148011,150,936.1,669.2,5431,NA
34,1,binary,1,1,fixationCross,16157688.0,16160871.0,3183.0,1,L,16148033,16148251,220,949.5,589.7,5548,NA
34,1,binary,1,1,fixationCross,16157688.0,16160871.0,3183.0,1,L,16148429,16148713,286,924.0,582.6,5526,NA
34,1,binary,1,1,fixationCross,16157688.0,16160871.0,3183.0,1,L,16148777,16149043,268,1480.1,604.3,5457,right
34,1,binary,1,1,fixationCross,16157688.0,16160871.0,3183.0,1,L,16149213,16149407,196,944.7,620.4,5412,NA
34,1,binary,1,1,fixationCross,16157688.0,16160871.0,3183.0,1,L,16149419,16150195,778,941.4,591.7,5353,NA
34,1,binary,1,1,fixationCross,16157688.0,16160871.0,3183.0,1,L,16150243,16150365,124,419.3,522.0,5199,left
34,1,binary,1,1,fixationCross,16157688.0,16160871.0,3183.0,1,L,16150409,16151891,1484,924.2,569.6,5300,NA
34,1,binary,1,1,fixationCross,16157688.0,16160871.0,3183.0,1,L,16151903,16151979,78,956.1,575.9,5040,NA
34,1,binary,1,1,fixationCross,16157688.0,16160871.0,3183.0,1,L,16152121,16153135,1016,938.8,576.0,4988,NA
34,1,binary,1,1,fixationCross,16157688.0,16160871.0,3183.0,1,L,16153179,16153273,96,583.6,530.8,4973,left
34,1,binary,1,1,fixationCross,16157688.0,16160871.0,3183.0,1,L,16153315,16153695,382,947.9,575.2,5096,NA
34,1,binary,1,1,fixationCross,16157688.0,16160871.0,3183.0,1,L,16153769,16153935,168,1749.1,763.1,5059,NA
34,1,binary,1,1,fixationCross,16157688.0,16160871.0,3183.0,1,L,16153993,16154751,760,947.5,559.3,5236,NA
34,1,binary,1,1,fixationCross,16157688.0,16160871.0,3183.0,1,L,16154903,16155855,954,942.6,556.3,5069,NA
34,1,binary,1,1,fixationCross,16157688.0,16160871.0,3183.0,1,L,16155915,16156047,134,347.5,376.8,4667,left
34,1,binary,1,1,fixationCross,16157688.0,16160871.0,3183.0,1,L,16156103,16156549,448,951.6,558.7,4530,NA
34,1,binary,1,1,fixationCross,16157688.0,16160871.0,3183.0,1,L,16156601,16156803,204,1572.5,669.4,4499,right
34,1,binary,1,1,fixationCross,16157688.0,16160871.0,3183.0,1,L,16156853,16157359,508,969.5,568.6,4668,NA
34,1,binary,1,1,fixationCross,16157688.0,16160871.0,3183.0,1,L,16157435,16157687,254,1802.1,655.6,4843,NA
34,1,binary,1,1,trial,16157688.0,16160871.0,3183.0,1,L,16157753,16157939,188,936.7,543.3,4989,NA
34,1,binary,1,1,trial,16157688.0,16160871.0,3183.0,1,L,16157981,16158381,402,562.3,511.2,4957,left
34,1,binary,1,1,trial,16157688.0,16160871.0,3183.0,1,L,16158445,16158699,256,1462.5,591.1,4418,right
34,1,binary,1,1,trial,16157688.0,16160871.0,3183.0,1,L,16158751,16158933,184,1055.7,900.0,4508,likertHorizontal
34,1,binary,1,1,trial,16157688.0,16160871.0,3183.0,1,L,16158983,16159227,246,578.3,563.2,4699,left
34,1,binary,1,1,trial,16157688.0,16160871.0,3183.0,1,L,16159263,16159349,88,560.1,416.2,4740,left
34,1,binary,1,1,trial,16157688.0,16160871.0,3183.0,1,L,16159419,16159897,480,1523.0,564.5,4270,right
34,1,binary,1,1,trial,16157688.0,16160871.0,3183.0,1,L,16159965,16160211,248,607.3,442.1,4562,left
34,1,binary,1,1,trial,16157688.0,16160871.0,3183.0,1,L,16160235,16160355,122,536.1,542.7,4618,left
34,1,binary,1,1,trial,16157688.0,16160871.0,3183.0,1,L,16160403,16160633,232,501.5,974.7,4515,NA
34,1,binary,1,1,postResponse,16157688.0,16160871.0,3183.0,1,L,16160681,16161235,556,515.9,515.1,4712,left
34,1,binary,2,1,fixationCross,16171604.0,16173671.0,2067.0,2,L,16161399,16161719,322,779.5,454.5,5021,NA
34,1,binary,2,1,fixationCross,16171604.0,16173671.0,2067.0,2,L,16161749,16162535,788,937.3,575.7,5120,NA
34,1,binary,2,1,fixationCross,16171604.0,16173671.0,2067.0,2,L,16162557,16162741,186,1023.3,620.0,4790,NA
34,1,binary,2,1,fixationCross,16171604.0,16173671.0,2067.0,2,L,16162759,16166521,3764,954.7,580.3,4850,NA
34,1,binary,2,1,fixationCross,16171604.0,16173671.0,2067.0,2,L,16166531,16168411,1882,963.7,581.2,4824,NA
34,1,binary,2,1,fixationCross,16171604.0,16173671.0,2067.0,2,L,16168421,16168799,380,984.9,600.0,4954,NA
34,1,binary,2,1,fixationCross,16171604.0,16173671.0,2067.0,2,L,16168955,16169683,730,971.2,586.5,4934,NA
34,1,binary,2,1,fixationCross,16171604.0,16173671.0,2067.0,2,L,16169821,16170191,372,979.9,615.8,4441,NA
34,1,binary,2,1,fixationCross,16171604.0,16173671.0,2067.0,2,L,16170355,16171137,784,948.0,599.1,4885,NA
34,1,binary,2,1,fixationCross,16171604.0,16173671.0,2067.0,2,L,16171167,16171299,134,1134.8,602.1,4948,NA
34,1,binary,2,1,trial,16171604.0,16173671.0,2067.0,2,L,16171325,16171875,552,964.9,595.6,4929,NA
34,1,binary,2,1,trial,16171604.0,16173671.0,2067.0,2,L,16171919,16172109,192,575.5,519.1,4807,left
34,1,binary,2,1,trial,16171604.0,16173671.0,2067.0,2,L,16172141,16172325,186,780.9,567.5,4469,NA
34,1,binary,2,1,trial,16171604.0,16173671.0,2067.0,2,L,16172345,16172523,180,678.1,578.2,4267,left
34,1,binary,2,1,trial,16171604.0,16173671.0,2067.0,2,L,16172575,16172717,144,515.8,965.3,4166,NA
34,1,binary,2,1,trial,16171604.0,16173671.0,2067.0,2,L,16172761,16172969,210,448.7,565.6,4170,left
34,1,binary,2,1,trial,16171604.0,16173671.0,2067.0,2,L,16172995,16173279,286,619.6,594.3,4199,left
34,1,binary,2,1,trial,16171604.0,16173671.0,2067.0,2,L,16173339,16173433,96,1361.0,556.6,4135,right
34,1,binary,2,1,postResponse,16171604.0,16173671.0,2067.0,2,L,16173487,16174013,528,565.0,536.0,4399,left
34,1,binary,3,1,fixationCross,16184388.0,16187321.0,2933.0,3,L,16174179,16174299,122,1093.7,462.3,4381,NA
34,1,binary,3,1,fixationCross,16184388.0,16187321.0,2933.0,3,L,16174357,16174673,318,1803.4,478.7,4361,NA
34,1,binary,3,1,fixationCross,16184388.0,16187321.0,2933.0,3,L,16174731,16174869,140,1059.7,542.8,4778,NA
34,1,binary,3,1,fixationCross,16184388.0,16187321.0,2933.0,3,L,16174887,16175257,372,979.2,587.9,4864,NA
34,1,binary,3,1,fixationCross,16184388.0,16187321.0,2933.0,3,L,16175503,16175649,148,974.3,575.6,4852,NA
34,1,binary,3,1,fixationCross,16184388.0,16187321.0,2933.0,3,L,16175661,16176665,1006,957.7,604.3,4823,NA
34,1,binary,3,1,fixationCross,16184388.0,16187321.0,2933.0,3,L,16176841,16179539,2700,958.3,580.5,4421,NA
34,1,binary,3,1,fixationCross,16184388.0,16187321.0,2933.0,3,L,16179563,16179729,168,954.2,660.5,4155,NA
34,1,binary,3,1,fixationCross,16184388.0,16187321.0,2933.0,3,L,16179745,16179887,144,958.8,610.5,4188,NA
34,1,binary,3,1,fixationCross,16184388.0,16187321.0,2933.0,3,L,16180075,16180535,462,953.6,567.8,4386,NA
34,1,binary,3,1,fixationCross,16184388.0,16187321.0,2933.0,3,L,16180617,16180731,116,1650.5,630.0,4298,right
34,1,binary,3,1,fixationCross,16184388.0,16187321.0,2933.0,3,L,16180783,16180955,174,991.2,552.8,4323,NA
34,1,binary,3,1,fixationCross,16184388.0,16187321.0,2933.0,3,L,16180965,16182769,1806,969.1,578.1,4491,NA
34,1,binary,3,1,fixationCross,16184388.0,16187321.0,2933.0,3,L,16182931,16184029,1100,973.9,584.8,4330,NA
34,1,binary,3,1,trial,16184388.0,16187321.0,2933.0,3,L,16184039,16184839,802,958.7,585.0,4253,NA
34,1,binary,3,1,trial,16184388.0,16187321.0,2933.0,3,L,16184877,16185127,252,582.4,547.5,4101,left
34,1,binary,3,1,trial,16184388.0,16187321.0,2933.0,3,L,16185185,16185473,290,1428.0,557.9,3792,right
34,1,binary,3,1,trial,16184388.0,16187321.0,2933.0,3,L,16185491,16185769,280,1480.7,499.1,3688,right
34,1,binary,3,1,trial,16184388.0,16187321.0,2933.0,3,L,16185783,16185895,114,1461.7,525.7,3669,right
34,1,binary,3,1,trial,16184388.0,16187321.0,2933.0,3,L,16185955,16186203,250,617.0,563.6,3902,left
34,1,binary,3,1,trial,16184388.0,16187321.0,2933.0,3,L,16186219,16186527,310,550.6,575.9,3925,left
34,1,binary,3,1,trial,16184388.0,16187321.0,2933.0,3,L,16186555,16186717,164,449.4,664.4,3866,left
34,1,binary,3,1,trial,16184388.0,16187321.0,2933.0,3,L,16186759,16186981,224,514.3,973.7,3866,NA
34,1,binary,3,1,trial,16184388.0,16187321.0,2933.0,3,L,16187023,16187167,146,536.9,638.3,3924,left
34,1,binary,3,1,trial,16184388.0,16187321.0,2933.0,3,L,16187225,16187617,394,1389.3,532.2,3951,right
34,1,binary,4,2,fixationCross,16198172.0,16200488.0,2316.0,4,L,16187781,16187971,192,762.2,536.7,4169,NA
34,1,binary,4,2,fixationCross,16198172.0,16200488.0,2316.0,4,L,16188011,16188251,242,1018.7,617.1,4295,NA
34,1,binary,4,2,fixationCross,16198172.0,16200488.0,2316.0,4,L,16188273,16189723,1452,964.7,574.2,4365,NA
34,1,binary,4,2,fixationCross,16198172.0,16200488.0,2316.0,4,L,16189871,16191641,1772,970.4,569.9,4092,NA
34,1,binary,4,2,fixationCross,16198172.0,16200488.0,2316.0,4,L,16191665,16191831,168,976.9,661.8,4076,NA
34,1,binary,4,2,fixationCross,16198172.0,16200488.0,2316.0,4,L,16191853,16193123,1272,966.6,576.0,3913,NA
34,1,binary,4,2,fixationCross,16198172.0,16200488.0,2316.0,4,L,16193293,16195615,2324,968.3,575.3,3643,NA
34,1,binary,4,2,fixationCross,16198172.0,16200488.0,2316.0,4,L,16195809,16197761,1954,967.8,570.7,3566,NA
34,1,binary,4,2,trial,16198172.0,16200488.0,2316.0,4,L,16197771,16198423,654,965.5,571.2,3557,NA
34,1,binary,4,2,trial,16198172.0,16200488.0,2316.0,4,L,16198467,16198771,306,486.2,584.9,3754,left
