participantNo,block,task,blockTrial,response,trialStage,trialStartTime,trialFinishTime,rt,trial,eye,fixStart,fixEnd,fixLength,fixPosX,fixPosY,dilation,aoi
19,1,continuous,1,85,fixationCross,9039311.0,9043711.0,4400.0,1,R,9038778,9039180,404,1042.5,547.9,4403,NA
19,1,continuous,1,85,trial,9039311.0,9043711.0,4400.0,1,R,9039204,9039504,302,969.5,561.2,4511,NA
19,1,continuous,1,85,trial,9039311.0,9043711.0,4400.0,1,R,9039556,9039676,122,529.5,540.6,4511,left
19,1,continuous,1,85,trial,9039311.0,9043711.0,4400.0,1,R,9039702,9039868,168,578.5,522.0,4409,left
19,1,continuous,1,85,trial,9039311.0,9043711.0,4400.0,1,R,9039890,9040032,144,622.6,517.0,4317,left
19,1,continuous,1,85,trial,9039311.0,9043711.0,4400.0,1,R,9040090,9040340,252,1412.4,576.4,4198,right
19,1,continuous,1,85,trial,9039311.0,9043711.0,4400.0,1,R,9040362,9040576,216,1348.3,590.3,4272,right
19,1,continuous,1,85,trial,9039311.0,9043711.0,4400.0,1,R,9040606,9040806,202,1516.8,605.1,4225,right
19,1,continuous,1,85,trial,9039311.0,9043711.0,4400.0,1,R,9040860,9041154,296,574.4,522.2,4348,left
19,1,continuous,1,85,trial,9039311.0,9043711.0,4400.0,1,R,9041208,9042328,1122,1346.8,608.7,4448,right
19,1,continuous,1,85,trial,9039311.0,9043711.0,4400.0,1,R,9042372,9042494,124,1383.1,962.0,4539,NA
19,1,continuous,1,85,trial,9039311.0,9043711.0,4400.0,1,R,9042516,9042752,238,1460.5,1027.5,4510,NA
19,1,continuous,1,85,postResponse,9039311.0,9043711.0,4400.0,1,R,9042806,9044080,1276,1403.5,589.5,4347,right
19,1,continuous,2,1,fixationCross,9044844.0,9047428.0,2584.0,2,R,9044192,9044520,330,1232.0,543.3,4534,right
19,1,continuous,2,1,trial,9044844.0,9047428.0,2584.0,2,R,9044554,9045190,638,974.4,548.5,4624,NA
19,1,continuous,2,1,trial,9044844.0,9047428.0,2584.0,2,R,9045238,9045572,336,1408.0,603.7,4334,right
19,1,continuous,2,1,trial,9044844.0,9047428.0,2584.0,2,R,9045642,9045746,106,761.9,583.0,4260,NA
19,1,continuous,2,1,trial,9044844.0,9047428.0,2584.0,2,R,9045774,9046142,370,530.5,588.3,4173,left
19,1,continuous,2,1,trial,9044844.0,9047428.0,2584.0,2,R,9046180,9046436,258,820.2,773.3,4018,likertHorizontal
19,1,continuous,2,1,trial,9044844.0,9047428.0,2584.0,2,R,9046470,9047738,1270,568.5,597.2,4164,left
19,1,continuous,3,10,fixationCross,9048344.0,9051795.0,3451.0,3,R,9047852,9048226,376,1024.1,610.2,4393,NA
19,1,continuous,3,10,trial,9048344.0,9051795.0,3451.0,3,R,9048250,9048502,254,954.2,554.5,4482,NA
19,1,continuous,3,10,trial,9048344.0,9051795.0,3451.0,3,R,9048540,9048812,274,611.1,557.5,4421,left
19,1,continuous,3,10,trial,9048344.0,9051795.0,3451.0,3,R,9048832,9049012,182,557.6,558.1,4235,left
19,1,continuous,3,10,trial,9048344.0,9051795.0,3451.0,3,R,9049068,9049210,144,1449.7,593.3,4063,right
19,1,continuous,3,10,trial,9048344.0,9051795.0,3451.0,3,R,9049234,9049412,180,1514.0,596.3,4033,right
19,1,continuous,3,10,trial,9048344.0,9051795.0,3451.0,3,R,9049424,9049716,294,1482.2,588.2,4012,right
19,1,continuous,3,10,trial,9048344.0,9051795.0,3451.0,3,R,9049742,9049870,130,1284.0,511.4,3975,right
19,1,continuous,3,10,trial,9048344.0,9051795.0,3451.0,3,R,9049918,9050184,268,617.6,552.8,4026,left
19,1,continuous,3,10,trial,9048344.0,9051795.0,3451.0,3,R,9050212,9050504,294,439.0,586.3,4125,left
19,1,continuous,3,10,trial,9048344.0,9051795.0,3451.0,3,R,9050564,9051254,692,570.8,984.2,4252,NA
19,1,continuous,3,10,trial,9048344.0,9051795.0,3451.0,3,R,9051302,9051574,274,548.8,545.7,4206,left
19,1,continuous,3,10,postResponse,9048344.0,9051795.0,3451.0,3,R,9051604,9052136,534,651.1,563.6,4200,left
19,1,continuous,4,89,fixationCross,9052677.0,9056244.0,3567.0,4,R,9052212,9052280,70,653.5,561.5,4287,left
19,1,continuous,4,89,trial,9052677.0,9056244.0,3567.0,4,R,9052322,9052758,438,989.2,601.3,4401,NA
19,1,continuous,4,89,trial,9052677.0,9056244.0,3567.0,4,R,9052778,9052914,138,960.6,555.4,4381,NA
19,1,continuous,4,89,trial,9052677.0,9056244.0,3567.0,4,R,9052966,9053274,310,520.2,549.0,4279,left
19,1,continuous,4,89,trial,9052677.0,9056244.0,3567.0,4,R,9053300,9053410,112,586.9,466.6,4143,left
